Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S22 Log Mag(dB),S31 Log Mag(dB),S32 Log Mag(dB),S33 Log Mag(dB),S11 Phase(deg),S21 Phase(deg),S22 Phase(deg),S31 Phase(deg),S32 Phase(deg),S33 Phase(deg)
4469000000,-22.56833727,-4.2047639,-7.3757844,-4.1649833,-6.045445,-7.6429877,-196.12398,-421.80386,-199.75371,-422.73508,-412.16144,-200.95212
4470000000,-22.58617317,-4.2512727,-7.4264374,-4.19168,-6.0593367,-7.689352,-196.2384,-422.00323,-199.86494,-423.04288,-412.36856,-201.07607
4471000000,-22.60404671,-4.2693439,-7.44522,-4.2006063,-6.0563059,-7.7061443,-196.50237,-422.18082,-200.26456,-423.12613,-412.62881,-201.29015
4472000000,-22.62195794,-4.252564,-7.420917,-4.1795626,-6.0674043,-7.6941414,-196.21774,-422.30014,-200.12132,-423.18723,-412.74637,-201.52762
4473000000,-22.63990692,-4.2390194,-7.4574285,-4.1944809,-6.0606184,-7.7154284,-196.38475,-422.28601,-200.34122,-423.22061,-412.90125,-201.68181
4474000000,-22.65789371,-4.2410855,-7.4393363,-4.189476,-6.0763888,-7.6942444,-196.27939,-422.52533,-200.33688,-423.46756,-413.0766,-201.59169
4475000000,-22.67591836,-4.2343135,-7.4163399,-4.2095661,-6.0477152,-7.7132092,-196.02026,-422.53131,-200.33151,-423.40817,-413.20959,-201.72713
4476000000,-22.69398094,-4.2614722,-7.4563951,-4.1955757,-6.067955,-7.7314858,-196.25684,-422.62811,-200.64456,-423.57034,-413.37064,-201.82225
4477000000,-22.71208148,-4.2534571,-7.4578261,-4.1792507,-6.0651755,-7.703413,-196.4191,-422.6351,-200.7757,-423.61279,-413.51025,-202.05692
4478000000,-22.73022006,-4.2430716,-7.4551191,-4.190073,-6.0479031,-7.7311606,-196.05359,-422.80649,-200.63977,-423.896,-413.63953,-201.83072
4479000000,-22.7483967,-4.2509222,-7.4457273,-4.1891637,-6.0524807,-7.7243071,-196.49467,-422.75668,-200.94934,-423.73306,-413.59872,-202.41493
4480000000,-22.76661148,-4.2273998,-7.4781766,-4.173295,-6.0496674,-7.7479529,-196.53131,-422.98807,-201.22173,-423.8764,-414.05188,-202.6015
4481000000,-22.78486442,-4.2278862,-7.4906487,-4.2109241,-6.040072,-7.7606869,-196.42926,-422.96674,-201.31602,-423.89328,-414.22855,-202.6516
4482000000,-22.80315559,-4.2233391,-7.4762101,-4.1898031,-6.0441155,-7.750145,-196.41823,-423.09259,-201.44032,-424.03079,-414.33057,-202.79372
4483000000,-22.82148502,-4.2713618,-7.5070529,-4.2032452,-6.0722327,-7.7694955,-196.35359,-423.1525,-201.33727,-424.05377,-414.46448,-202.72305
4484000000,-22.83985275,-4.2232118,-7.5206046,-4.1869564,-6.0478034,-7.759943,-196.53943,-423.12231,-201.51015,-424.15216,-414.58578,-202.72487
4485000000,-22.85825884,-4.26159,-7.5215559,-4.2014055,-6.0575933,-7.772646,-196.47632,-423.28476,-201.49773,-424.20071,-414.79532,-202.87776
4486000000,-22.87670331,-4.2220864,-7.5163713,-4.180881,-6.0498347,-7.7422485,-196.27051,-423.61823,-201.67003,-424.6196,-414.96164,-203.05702
4487000000,-22.89518621,-4.2223539,-7.532764,-4.1668282,-6.0401731,-7.7738056,-196.57845,-423.45142,-201.93922,-424.4928,-415.06876,-203.18111
4488000000,-22.91370758,-4.2496524,-7.553833,-4.2139082,-6.0609264,-7.7998948,-196.15536,-423.73795,-201.73,-424.56406,-415.29788,-203.16411
4489000000,-22.93226744,-4.2303405,-7.5587597,-4.1751494,-6.0290699,-7.7836142,-196.60701,-423.9534,-202.09489,-424.90759,-415.51343,-203.64911
4490000000,-22.95086583,-4.2218494,-7.5322361,-4.1736984,-6.0407219,-7.7579389,-196.49258,-423.79526,-202.07033,-424.94028,-415.64621,-203.60796
4491000000,-22.96950278,-4.2155018,-7.5504513,-4.1522923,-6.0433712,-7.8013592,-196.36497,-423.98874,-202.40956,-425.0538,-415.85458,-203.81882
4492000000,-22.98817833,-4.2270947,-7.5734701,-4.1480474,-6.0335979,-7.7748923,-196.3985,-424.16217,-202.2543,-425.18954,-416.06512,-203.93112
4493000000,-23.00689249,-4.2126493,-7.5783029,-4.1691356,-6.0233917,-7.8171926,-196.5585,-424.24869,-202.69141,-425.39017,-416.2276,-204.05336
4494000000,-23.02564529,-4.2310362,-7.5998259,-4.1776671,-6.0538855,-7.8321242,-196.56638,-424.25037,-202.65007,-425.28043,-416.26065,-204.00308
4495000000,-23.04443677,-4.2273879,-7.5466256,-4.1785007,-6.0401001,-7.7856712,-196.75168,-424.28366,-202.7881,-425.32986,-416.30161,-204.14149
4496000000,-23.06326692,-4.2134118,-7.6077113,-4.1905551,-6.0308123,-7.8381467,-196.57617,-424.49332,-202.81471,-425.48093,-416.59241,-204.3101
4497000000,-23.08213579,-4.2132835,-7.6298771,-4.191164,-6.0455604,-7.8375859,-196.35007,-424.70288,-202.98035,-425.65131,-416.85764,-204.44215
4498000000,-23.10104338,-4.2431083,-7.6154861,-4.2033134,-6.0328012,-7.8488703,-196.69571,-424.64804,-203.21799,-425.56592,-416.84045,-204.54173
4499000000,-23.1199897,-4.2086992,-7.6126294,-4.1829519,-6.0333681,-7.8310266,-196.88998,-424.80521,-203.34837,-425.68167,-417.05191,-204.6842
4500000000,-23.13897478,-4.2042379,-7.5904307,-4.1966205,-6.0325284,-7.8544064,-196.60199,-424.99921,-203.28502,-425.96213,-417.36182,-204.7655
4501000000,-23.15799861,-4.223958,-7.6122665,-4.1967454,-6.0252175,-7.8310785,-196.61526,-424.92731,-203.33325,-426.05551,-417.44199,-204.85147
4502000000,-23.17706121,-4.1931376,-7.6315718,-4.1726708,-6.0031457,-7.8613315,-196.75237,-425.00223,-203.51755,-426.05618,-417.66034,-204.96182
4503000000,-23.19616259,-4.2117567,-7.6276746,-4.1898828,-6.0229058,-7.8545475,-196.69937,-425.05576,-203.59731,-426.09821,-417.76666,-205.0255
4504000000,-23.21530274,-4.2227688,-7.653666,-4.1924953,-6.0330033,-7.855154,-196.81418,-425.04111,-203.81488,-426.15036,-417.84952,-205.30771
4505000000,-23.23448166,-4.2049589,-7.6412625,-4.1750436,-6.045527,-7.848433,-196.66528,-425.22455,-203.81479,-426.25003,-418.04279,-205.57048
4506000000,-23.25369936,-4.2478566,-7.656745,-4.2016459,-6.0508966,-7.8672967,-196.74751,-425.4689,-204.15297,-426.64343,-418.33264,-205.5157
4507000000,-23.27295582,-4.2226958,-7.6839781,-4.1844015,-6.0478768,-7.8978872,-196.54703,-425.48892,-204.00101,-426.53326,-418.5159,-205.49226
4508000000,-23.29225105,-4.2031503,-7.6704583,-4.1657786,-6.0305266,-7.8604746,-196.90741,-425.6492,-204.35913,-426.47205,-418.57352,-205.7386
4509000000,-23.31158502,-4.2203321,-7.6745162,-4.1717153,-6.0118971,-7.8598857,-196.60176,-425.74997,-204.23329,-426.74405,-418.83646,-205.77316
4510000000,-23.33095773,-4.195426,-7.6572194,-4.1622124,-6.0192847,-7.8684134,-196.84912,-425.76978,-204.50716,-426.67453,-418.83078,-205.95891
4511000000,-23.35036916,-4.212256,-7.7196674,-4.2045088,-6.0508394,-7.921905,-196.76984,-426.02628,-204.40306,-427.01025,-419.16208,-206.00206
4512000000,-23.36981928,-4.2212429,-7.6642995,-4.184093,-6.0397344,-7.8751059,-196.90363,-426.03156,-204.83521,-426.96344,-419.26151,-206.39343
4513000000,-23.38930809,-4.2209373,-7.72612,-4.1702499,-6.0419841,-7.9388056,-196.73865,-426.07904,-204.64342,-427.07077,-419.53253,-206.23325
4514000000,-23.40883555,-4.2243361,-7.7295289,-4.2040572,-6.0272646,-7.9355593,-196.69066,-426.45081,-204.81009,-427.38666,-419.73273,-206.27631
4515000000,-23.42840163,-4.2286067,-7.7281675,-4.2080717,-6.0416865,-7.8895001,-196.85316,-426.29907,-205.03653,-427.32367,-419.84381,-206.71793
4516000000,-23.44800631,-4.2122998,-7.7220573,-4.1834159,-6.0199165,-7.9066381,-196.7148,-426.41632,-204.82845,-427.54071,-420.03171,-206.57129
4517000000,-23.46764954,-4.1873717,-7.7268248,-4.1788707,-6.0021329,-7.9062281,-196.69414,-426.55823,-205.27632,-427.65076,-420.14688,-206.78877
4518000000,-23.48733129,-4.1954002,-7.7065234,-4.1774998,-6.0402484,-7.8872867,-196.86504,-426.50211,-205.2999,-427.55679,-420.26306,-206.83522
4519000000,-23.50705152,-4.2059121,-7.7638698,-4.1875634,-6.0329289,-7.9479637,-196.93515,-426.76917,-205.51495,-427.73611,-420.36737,-207.05722
4520000000,-23.52681018,-4.2123117,-7.787046,-4.1874681,-6.0306001,-7.9581575,-196.64438,-426.82007,-205.38591,-427.81686,-420.54004,-207.14006
4521000000,-23.54660723,-4.2148643,-7.7910252,-4.195416,-6.055582,-7.9545665,-196.83917,-426.85718,-205.69131,-428.11591,-420.69653,-207.31435
4522000000,-23.56644261,-4.2172847,-7.798079,-4.1887689,-6.0286112,-7.9712095,-196.90021,-426.90906,-205.62614,-427.99106,-420.96127,-207.36069
4523000000,-23.58631626,-4.19666,-7.7940607,-4.1857471,-6.0177727,-7.9725933,-197.00282,-427.04822,-205.92873,-428.06894,-421.01434,-207.60849
4524000000,-23.60622813,-4.2001753,-7.8089352,-4.2019024,-6.0064001,-7.9750299,-197.02078,-427.06903,-206.01846,-428.01932,-421.05783,-207.73494
4525000000,-23.62617816,-4.2018552,-7.7678609,-4.1889882,-6.0269465,-7.9650788,-196.93425,-427.22153,-205.87114,-428.32367,-421.25735,-207.68863
4526000000,-23.64616627,-4.2268839,-7.8023572,-4.2095408,-6.0383019,-7.9730835,-196.9296,-427.21005,-206.25075,-428.28732,-421.41965,-207.85004
4527000000,-23.66619239,-4.2120175,-7.8035922,-4.1996007,-6.0424633,-7.9809923,-197.04256,-427.42566,-206.4272,-428.46991,-421.58371,-208.08534
4528000000,-23.68625645,-4.2207589,-7.8161454,-4.196074,-6.0325003,-7.9901781,-196.92221,-427.56271,-206.40839,-428.60507,-421.83389,-207.96414
4529000000,-23.70635837,-4.1887865,-7.8181891,-4.1846652,-6.0234261,-7.9729929,-196.77591,-427.5831,-206.3615,-428.74677,-421.961,-208.02904
4530000000,-23.72649806,-4.2122383,-7.8074102,-4.1640339,-6.0240574,-7.9643893,-197.01494,-427.76422,-206.71864,-428.90918,-422.11349,-208.35007
4531000000,-23.74667544,-4.2155213,-7.8480735,-4.2044735,-6.0399752,-7.9851279,-197.13802,-427.83176,-206.65175,-428.89117,-422.36258,-208.39369
4532000000,-23.76689042,-4.2059364,-7.8645401,-4.1877832,-6.0274196,-7.9730654,-196.93814,-427.85394,-206.71255,-428.82297,-422.29959,-208.40031
4533000000,-23.78714289,-4.1905022,-7.8288779,-4.1871438,-6.0318527,-7.9871836,-197.16046,-427.91351,-206.7662,-428.99481,-422.53339,-208.69864
4534000000,-23.80743276,-4.2070103,-7.8592825,-4.1879497,-6.0328183,-8.028532,-197.23401,-428.20306,-207.33316,-429.38281,-423.01324,-209.06004
4535000000,-23.82775991,-4.202167,-7.858397,-4.166718,-6.0326915,-7.988626,-197.00531,-428.25278,-207.15465,-429.20233,-423.05612,-208.89229
4536000000,-23.84812425,-4.1965461,-7.8692636,-4.1700459,-6.0184369,-7.9845176,-196.76337,-428.39896,-207.08717,-429.35516,-423.01959,-209.03384
4537000000,-23.86852564,-4.1964154,-7.8909807,-4.1902494,-6.0259094,-8.0109177,-196.9619,-428.42477,-207.19781,-429.32748,-423.35654,-208.98915
4538000000,-23.88896397,-4.2019219,-7.8617678,-4.1623087,-6.0070071,-8.0152731,-196.80525,-428.56534,-207.35643,-429.62277,-423.38336,-209.15329
4539000000,-23.90943912,-4.1898732,-7.8371248,-4.1585617,-6.0040622,-8.0177746,-196.9812,-428.52139,-207.36185,-429.57687,-423.41632,-209.22935
4540000000,-23.92995096,-4.1650386,-7.9011092,-4.16576,-6.0129709,-8.0661449,-196.9388,-428.62527,-207.63925,-429.81647,-423.65802,-209.33875
4541000000,-23.95049933,-4.1591315,-7.9460011,-4.1615052,-6.0201015,-8.091197,-197.12769,-428.81244,-207.75809,-429.80762,-423.94833,-209.60617
4542000000,-23.97108412,-4.189405,-7.9036527,-4.2067294,-6.0349584,-8.0501022,-197.17056,-428.87131,-207.86118,-429.85144,-424.11658,-209.71773
4543000000,-23.99170516,-4.1563258,-7.927587,-4.1645799,-6.0109138,-8.0249777,-197.05597,-429.02774,-207.95085,-430.0433,-424.24542,-209.80428
4544000000,-24.01236231,-4.1859674,-7.9291835,-4.1711674,-6.0210509,-8.0591259,-197.11174,-429.09244,-208.14149,-430.27945,-424.38843,-209.84943
4545000000,-24.0330554,-4.1764774,-7.9181552,-4.1607609,-6.0077477,-8.0344734,-197.03899,-429.11887,-208.23854,-430.20331,-424.57022,-210.06277
4546000000,-24.05378428,-4.1855125,-7.9195809,-4.1689358,-5.9962673,-8.0413818,-197.2298,-429.42862,-208.29034,-430.48734,-424.88434,-210.13722
4547000000,-24.07454877,-4.1713538,-7.9494696,-4.1723013,-6.0074363,-8.0827789,-197.30455,-429.47302,-208.62172,-430.49747,-425.07599,-210.32381
4548000000,-24.09534869,-4.1714053,-7.9349213,-4.1708264,-5.9934111,-8.0696898,-197.01923,-429.42462,-208.44952,-430.49042,-424.92825,-210.34372
4549000000,-24.11618387,-4.160675,-7.944006,-4.1975636,-6.022748,-8.0896111,-197.11316,-429.68677,-208.57724,-430.71533,-425.16763,-210.49138
4550000000,-24.13705411,-4.1845083,-7.9414315,-4.1617856,-6.0183702,-8.0647469,-197.32379,-429.6268,-208.71622,-430.55069,-425.35458,-210.48994
4551000000,-24.15795923,-4.1753669,-7.9455123,-4.16921,-5.9990191,-8.0724812,-197.22125,-429.84467,-208.6954,-430.80316,-425.60144,-210.70074
4552000000,-24.17889901,-4.1753945,-7.9662967,-4.1710944,-6.0197315,-8.0736017,-197.40611,-429.85239,-208.93591,-430.86551,-425.50513,-210.92912
4553000000,-24.19987326,-4.1789041,-7.9956465,-4.1738539,-6.0048366,-8.113327,-197.06984,-430.06143,-208.87437,-431.06686,-425.78986,-210.95494
4554000000,-24.22088175,-4.1843214,-7.9754295,-4.2010536,-6.0298953,-8.1130133,-197.16156,-430.16721,-208.93135,-431.30652,-426.09375,-211.05746
4555000000,-24.24192427,-4.1734171,-7.9644537,-4.1798925,-5.9999471,-8.0736217,-197.40916,-430.2399,-209.2085,-431.22665,-426.23425,-211.19092
4556000000,-24.26300059,-4.1630349,-8.0016966,-4.1760726,-5.9907389,-8.0991802,-197.36493,-430.27475,-209.50702,-431.38687,-426.10809,-211.39555
4557000000,-24.28411047,-4.1605949,-7.9835711,-4.1736059,-6.0087047,-8.1028662,-197.3645,-430.42087,-209.58904,-431.53827,-426.51883,-211.3735
4558000000,-24.30525367,-4.1803503,-8.0323029,-4.1780429,-5.9937286,-8.126936,-197.34,-430.48962,-209.52449,-431.61899,-426.72223,-211.5806
4559000000,-24.32642995,-4.1776562,-7.9764757,-4.1961813,-6.013833,-8.1005211,-197.23692,-430.65463,-209.44286,-431.67288,-426.7413,-211.31117
4560000000,-24.34763903,-4.1913905,-8.0035152,-4.1766329,-6.0150905,-8.1049023,-197.35516,-430.63461,-209.80057,-431.74109,-426.98236,-211.72858
4561000000,-24.36888067,-4.1623993,-8.0156784,-4.1772156,-6.0193563,-8.1440039,-197.58722,-430.86798,-209.93207,-431.94714,-427.20956,-211.90689
4562000000,-24.39015458,-4.1838045,-8.0417223,-4.1728716,-6.0088997,-8.1286058,-197.07449,-430.90912,-209.67094,-431.93906,-427.21112,-211.79442
4563000000,-24.41146048,-4.1771526,-8.0281935,-4.1925921,-6.0150714,-8.1473894,-197.58705,-431.07953,-210.17844,-432.09857,-427.49225,-212.04326
4564000000,-24.4327981,-4.167201,-8.0415545,-4.1690197,-5.9997234,-8.1495447,-197.48224,-430.9989,-210.30893,-432.16635,-427.5097,-212.39499
4565000000,-24.45416712,-4.1627364,-8.0516272,-4.1515841,-6.0093455,-8.1553488,-197.24255,-431.15521,-210.06807,-432.24347,-427.64413,-212.18228
4566000000,-24.47556725,-4.1767817,-8.0355921,-4.1965065,-6.0334115,-8.1600266,-197.11554,-431.34363,-210.31546,-432.27487,-427.88904,-212.13724
4567000000,-24.49699817,-4.1684189,-8.0611143,-4.1834478,-5.9891038,-8.1644077,-197.25029,-431.39148,-210.24382,-432.50949,-428.10336,-212.24339
4568000000,-24.51845957,-4.1610975,-8.0561895,-4.172276,-6.0052533,-8.182622,-197.42374,-431.45099,-210.54745,-432.39639,-428.05609,-212.47356
4569000000,-24.5399511,-4.1620226,-8.0978394,-4.1781554,-6.0183024,-8.2079105,-197.19232,-431.6593,-210.57852,-432.66611,-428.40701,-212.42212
4570000000,-24.56147243,-4.1717076,-8.0652504,-4.1742887,-6.0069418,-8.1770668,-197.26447,-431.60162,-210.6562,-432.77533,-428.50986,-212.58798
4571000000,-24.58302322,-4.1552358,-8.0442152,-4.1677113,-6.0001988,-8.1670971,-197.49742,-431.82736,-211.12955,-432.77341,-428.76538,-212.93529
4572000000,-24.6046031,-4.1610942,-8.1025553,-4.1768737,-6.0033894,-8.2039051,-197.6012,-431.93732,-211.00159,-432.96973,-428.99518,-212.92824
4573000000,-24.6262117,-4.1517553,-8.1037655,-4.1915727,-6.014833,-8.1834078,-197.4949,-432.05844,-210.97446,-433.16077,-429.0658,-213.03813
4574000000,-24.64784866,-4.1406913,-8.080905,-4.1760983,-6.0053172,-8.1772413,-197.14307,-432.00735,-210.88358,-432.9393,-429.11746,-213.03262
4575000000,-24.66951358,-4.1756368,-8.114749,-4.1890101,-6.0135713,-8.202569,-197.43396,-432.12195,-211.17354,-433.22763,-429.36642,-213.19092
4576000000,-24.69120607,-4.1545582,-8.1006651,-4.1783953,-6.0076094,-8.1880436,-197.37357,-432.39572,-211.06171,-433.24869,-429.67712,-213.20589
4577000000,-24.71292572,-4.1671848,-8.1505871,-4.1670213,-5.9944558,-8.2279606,-197.45346,-432.39032,-211.56664,-433.44955,-429.63882,-213.533
4578000000,-24.73467212,-4.1479874,-8.0962934,-4.1697865,-6.0107617,-8.1870003,-197.37816,-432.41925,-211.47755,-433.49146,-429.72449,-213.48631
4579000000,-24.75644483,-4.1480131,-8.1431551,-4.1891074,-6.0099607,-8.2546062,-197.31534,-432.65213,-211.59088,-433.65829,-430.07947,-213.55157
4580000000,-24.77824343,-4.1453104,-8.1513367,-4.1729932,-6.0032263,-8.219244,-197.37897,-432.70221,-211.60341,-433.7637,-430.14279,-213.70314
4581000000,-24.80006745,-4.1353106,-8.1618013,-4.193399,-6.0117602,-8.2301731,-197.29666,-432.81555,-211.76237,-433.75113,-430.44388,-213.92072
4582000000,-24.82191646,-4.1392751,-8.1715851,-4.1771498,-6.0067129,-8.2121181,-197.52472,-432.90753,-211.87791,-433.88385,-430.43994,-213.96361
4583000000,-24.84378997,-4.1293435,-8.1392546,-4.1902132,-6.011281,-8.2300606,-197.29913,-433.00623,-211.74504,-433.96957,-430.59119,-214.05513
4584000000,-24.8656875,-4.141428,-8.1688948,-4.1457572,-5.9987149,-8.2479553,-197.54747,-433.0954,-212.26837,-434.19449,-430.82095,-214.22824
4585000000,-24.88760856,-4.1444187,-8.155632,-4.1776681,-6.0049071,-8.2343283,-197.56203,-433.21646,-212.31335,-434.19867,-430.84409,-214.41998
4586000000,-24.90955265,-4.1652493,-8.2021847,-4.1829166,-6.0215139,-8.272603,-197.26608,-433.56671,-212.11855,-434.37125,-431.18954,-214.3539
4587000000,-24.93151925,-4.1459146,-8.1604986,-4.1696568,-6.0182109,-8.2442141,-197.59222,-433.32321,-212.39449,-434.28995,-431.21976,-214.64529
4588000000,-24.95350783,-4.1387801,-8.2054129,-4.1847219,-6.0037727,-8.276145,-197.41908,-433.60846,-212.41966,-434.50311,-431.39023,-214.37105
4589000000,-24.97551786,-4.1436839,-8.1999617,-4.1696396,-6.0308127,-8.2584276,-197.50632,-433.52008,-212.72749,-434.57761,-431.39075,-214.64789
4590000000,-24.99754878,-4.137126,-8.2242184,-4.1573763,-5.9906044,-8.2700062,-197.37311,-433.65897,-212.62381,-434.69629,-431.71597,-214.63116
4591000000,-25.01960002,-4.1435971,-8.2357378,-4.1939182,-6.0315657,-8.272788,-197.56387,-433.80371,-212.6702,-434.82867,-431.90018,-214.92848
4592000000,-25.04167101,-4.1588531,-8.2076216,-4.1832972,-6.0353403,-8.2691774,-197.42342,-434.04752,-212.71623,-434.98138,-432.09689,-214.96657
4593000000,-25.06376116,-4.1226134,-8.2167368,-4.1814876,-6.0134907,-8.2925911,-197.61035,-434.01993,-213.05325,-435.15009,-432.3634,-215.12291
4594000000,-25.08586986,-4.1305017,-8.2582474,-4.1558142,-5.9964786,-8.3239212,-197.57605,-433.97501,-213.13406,-435.13623,-432.28537,-215.23949
4595000000,-25.10799649,-4.1451378,-8.2669163,-4.1758366,-5.9964662,-8.3374357,-197.70087,-434.08588,-213.16426,-435.05179,-432.47751,-215.26747
4596000000,-25.13014043,-4.127449,-8.2489948,-4.1800303,-6.0123959,-8.2957096,-197.55191,-434.43118,-213.12152,-435.30548,-432.81897,-215.27441
4597000000,-25.15230103,-4.1452351,-8.2554684,-4.1869817,-6.0436072,-8.3219213,-197.36745,-434.25162,-213.13196,-435.37735,-432.84207,-215.19682
4598000000,-25.17447764,-4.1140866,-8.2056265,-4.1654201,-5.9931097,-8.2917957,-197.84978,-434.47775,-213.60034,-435.48239,-432.94803,-215.78967
4599000000,-25.19666957,-4.1283946,-8.2477913,-4.1715517,-6.0216923,-8.3025208,-197.44742,-434.6022,-213.47005,-435.60834,-433.11597,-215.71758
4600000000,-25.21887614,-4.1343083,-8.2796659,-4.1664333,-6.000648,-8.3327303,-197.68619,-434.5311,-213.65022,-435.7157,-433.39841,-215.77881
4601000000,-25.24109666,-4.1602602,-8.3235579,-4.1819787,-6.0206728,-8.3686428,-197.67323,-434.72269,-213.75444,-435.64969,-433.38678,-215.98177
4602000000,-25.26333039,-4.1460056,-8.2568464,-4.1898789,-6.0167994,-8.2998705,-197.67764,-434.76343,-213.66914,-435.81619,-433.58347,-215.88928
4603000000,-25.28557662,-4.1344995,-8.2894392,-4.1501555,-6.0119867,-8.327055,-197.77344,-434.80042,-214.01988,-435.9808,-433.85355,-216.13861
4604000000,-25.3078346,-4.1577435,-8.3025303,-4.2071962,-6.0192914,-8.3183031,-197.6028,-435.15323,-213.74055,-436.19492,-433.93445,-216.05331
4605000000,-25.33010356,-4.1213856,-8.2952766,-4.1645708,-5.98348,-8.356164,-197.67889,-435.22723,-213.99019,-436.27808,-433.99576,-216.17456
4606000000,-25.35238272,-4.1446943,-8.2998581,-4.1736093,-6.0261836,-8.3423605,-197.89909,-435.44131,-214.27084,-436.44397,-434.29218,-216.59254
4607000000,-25.37467129,-4.1121531,-8.3389292,-4.1608968,-5.983058,-8.3539925,-197.73326,-435.30878,-214.14534,-436.2074,-434.2439,-216.53625
4608000000,-25.39696846,-4.1286473,-8.3342342,-4.1753383,-6.0234761,-8.382185,-197.48575,-435.44376,-213.99728,-436.48639,-434.58316,-216.28566
4609000000,-25.41927341,-4.1130981,-8.3125257,-4.181591,-6.0204282,-8.3444672,-197.78734,-435.61154,-214.49066,-436.50336,-434.58481,-216.71901
4610000000,-25.44158529,-4.1213641,-8.3303604,-4.1901708,-6.000668,-8.3732929,-197.6002,-435.65543,-214.29776,-436.66013,-434.75211,-216.73511
4611000000,-25.46390324,-4.1082349,-8.312686,-4.1626997,-6.006907,-8.3724728,-197.78731,-435.74551,-214.49352,-436.71231,-434.92041,-216.90347
4612000000,-25.48622638,-4.1499753,-8.2897625,-4.1790347,-6.0235486,-8.3438206,-198.05339,-435.85843,-214.99171,-436.85315,-435.17035,-217.0461
4613000000,-25.50855383,-4.1702595,-8.3719454,-4.1899104,-6.0328808,-8.4044046,-198.04677,-436.10779,-214.77312,-437.07681,-435.29977,-217.29596
4614000000,-25.53088466,-4.122808,-8.3591452,-4.1654167,-5.9996705,-8.3597956,-198.02173,-436.13321,-214.89639,-437.17889,-435.49185,-217.39038
4615000000,-25.55321796,-4.1165466,-8.3520164,-4.1864495,-6.0154004,-8.394928,-197.59306,-436.1384,-214.95396,-437.13681,-435.56244,-217.18469
4616000000,-25.57555276,-4.1311674,-8.3416948,-4.1659575,-6.0295596,-8.383357,-197.84479,-436.18475,-215.17821,-437.13852,-435.65756,-217.49852
4617000000,-25.59788811,-4.1526279,-8.3523836,-4.2006564,-6.0265341,-8.3997135,-198.04886,-436.4848,-215.25441,-437.42169,-436.04291,-217.58363
4618000000,-25.62022303,-4.1346827,-8.3969431,-4.190454,-6.0501876,-8.413785,-197.77788,-436.51987,-215.20143,-437.45462,-435.99826,-217.47023
4619000000,-25.6425565,-4.125504,-8.3533649,-4.1646318,-6.0058708,-8.3755426,-197.91193,-436.56555,-215.44501,-437.62085,-436.29657,-217.74162
4620000000,-25.66488752,-4.1203909,-8.424181,-4.1746745,-6.0254269,-8.4597597,-197.68939,-436.70895,-215.57668,-437.65271,-436.56018,-217.73555
4621000000,-25.68721503,-4.1316328,-8.423749,-4.163691,-6.035008,-8.430975,-197.66928,-436.86099,-215.68692,-437.74908,-436.63699,-217.716
4622000000,-25.70953798,-4.1145973,-8.4052429,-4.1741819,-6.0167737,-8.4167376,-197.66273,-436.98724,-215.44658,-438.04614,-436.80722,-217.86128
4623000000,-25.73185529,-4.1233754,-8.3726988,-4.1598606,-6.0413704,-8.4015846,-197.59264,-436.91989,-215.69109,-437.88846,-436.79135,-217.97461
4624000000,-25.75416587,-4.1236019,-8.4555712,-4.1728315,-6.0250783,-8.4752674,-197.6608,-437.06207,-215.6689,-438.18271,-436.98932,-218.2912
4625000000,-25.77646858,-4.1283283,-8.4150314,-4.1697078,-6.0304031,-8.4098034,-197.79369,-437.08008,-215.79773,-438.04431,-437.04959,-218.21107
4626000000,-25.7987623,-4.1125202,-8.4198895,-4.1872325,-6.0247188,-8.3971863,-197.53059,-437.3176,-215.71565,-438.29889,-437.44501,-218.11414
4627000000,-25.82104586,-4.123004,-8.4698114,-4.1769137,-6.0246749,-8.4541388,-197.98103,-437.44699,-216.18132,-438.47421,-437.55939,-218.39915
4628000000,-25.84331808,-4.101335,-8.4495993,-4.1600981,-6.0370779,-8.4632654,-198.08087,-437.4982,-216.26642,-438.32285,-437.66693,-218.68127
4629000000,-25.86557776,-4.093389,-8.4411755,-4.1615968,-6.0022273,-8.4502316,-197.86919,-437.67569,-216.3241,-438.78766,-437.86896,-218.57224
4630000000,-25.88782368,-4.1153793,-8.4924879,-4.174778,-6.0419235,-8.4723816,-197.84064,-437.7869,-216.3159,-438.84799,-438.07516,-218.72772
4631000000,-25.9100546,-4.1088119,-8.4688416,-4.1823025,-6.0543671,-8.4811678,-197.9388,-437.82425,-216.57314,-438.84741,-438.07111,-218.98918
4632000000,-25.93226925,-4.1120477,-8.4436331,-4.1663713,-6.0268731,-8.4477406,-197.87968,-437.86295,-216.60815,-438.89078,-438.36121,-219.04758
4633000000,-25.95446634,-4.1416736,-8.4849024,-4.1836987,-6.0390205,-8.4695368,-197.73801,-437.97537,-216.58113,-439.17966,-438.55267,-218.99432
4634000000,-25.97664457,-4.0867434,-8.4702978,-4.1483006,-6.0108981,-8.4373932,-197.99577,-438.12918,-216.78467,-439.14362,-438.57367,-219.22838
4635000000,-25.9988026,-4.1129727,-8.4837112,-4.1874285,-6.0329552,-8.4853401,-198.08678,-438.23294,-216.97748,-439.09216,-438.75269,-219.31204
4636000000,-26.02093908,-4.1036434,-8.4941978,-4.1763067,-6.0268407,-8.4953585,-198.12401,-438.34119,-216.89568,-439.31812,-438.95764,-219.37224
