"Freq [GHz]","S(1,1) []"
4.598,0.337520283305782 + 0.195295567263895i
4.599,0.336924913322633 + 0.190706064621347i
4.6,0.336290391795358 + 0.186111756770144i
4.601,0.335616523337127 + 0.18151307018032i
4.602,0.334903118018145 + 0.176910436272236i
4.603,0.334149991490271 + 0.172304291343171i
4.604,0.333356965110835 + 0.167695076490549i
4.605,0.332523866065579 + 0.16308323753188i
4.606,0.3316505274906 + 0.158469224921348i
4.607,0.330736788593223 + 0.153853493663096i
4.608,0.329782494771689 + 0.149236503221171i
4.609,0.328787497733585 + 0.144618717426154i
4.61,0.327751655612875 + 0.140000604378499i
4.611,0.326674833085492 + 0.135382636348556i
4.612,0.32555690148334 + 0.130765289673328i
4.613,0.324397738906635 + 0.12614904464997i
4.614,0.323197230334472 + 0.121534385426021i
4.615,0.321955267733537 + 0.116921799886457i
4.616,0.320671750164831 + 0.112311779537532i
4.617,0.319346583888346 + 0.107704819387477i
4.618,0.317979682465566 + 0.103101417824071i
4.619,0.316570966859702 + 0.0985020764891289i
4.62,0.315120365533558 + 0.0939073001499583i
4.621,0.313627814544942 + 0.0893175965678025i
4.622,0.312093257639517 + 0.0847334763633556i
4.623,0.310516646340986 + 0.0801554528793691i
4.624,0.308897940038534 + 0.0755840420404143i
4.625,0.307237106071419 + 0.0710197622098813i
4.626,0.305534119810622 + 0.0664631340442224i
4.627,0.303788964737458 + 0.0619146803445799i
4.628,0.302001632519086 + 0.0573749259057979i
4.629,0.300172123080775 + 0.0528443973629262i
4.63,0.298300444674899 + 0.0483236230352904i
4.631,0.296386613946525 + 0.0438131327681863i
4.632,0.294430655995549 + 0.0393134577723116i
4.633,0.292432604435263 + 0.0348251304609875i
4.634,0.29039250144732 + 0.0303486842852692i
4.635,0.288310397832961 + 0.0258846535670431i
4.636,0.286186353060486 + 0.0214335733302235i
4.637,0.284020435308857 + 0.0169959791300647i
4.638,0.281812721507387 + 0.0125724068808189i
4.639,0.279563297371441 + 0.0081633926816928i
4.64,0.277272257434082 + 0.00376947264134249i
4.641,0.274939705073603 - 0.000608817299079405i
4.642,0.272565752536896 - 0.00497094154416682i
4.643,0.270150520958597 - 0.00931636502369866i
4.644,0.26769414037596 - 0.0136445533731594i
4.645,0.265196749739397 - 0.0179549731152128i
4.646,0.262658496918668 - 0.0222470918420277i
4.647,0.260079538704667 - 0.0265203783983139i
4.648,0.257460040806766 - 0.0307743030649772i
4.649,0.254800177845673 - 0.0350083377432248i
4.65,0.252100133341817 - 0.0392219561390388i
4.651,0.249360099699183 - 0.0434146339478701i
4.652,0.246580278184617 - 0.0475858490394463i
4.653,0.243760878902558 - 0.0517350816424959i
4.654,0.24090212076521 - 0.0558618145293632i
4.655,0.238004231458117 - 0.059965533200314i
4.656,0.235067447401171 - 0.0640457260673811i
4.657,0.232092013705014 - 0.0681018846377084i
4.658,0.229078184122873 - 0.072133503696169i
4.659,0.226026220997831 - 0.076140081487167i
4.66,0.222936395205521 - 0.0801211198954773i
4.661,0.219808986092299 - 0.0840761246260283i
4.662,0.216644281408895 - 0.0880046053824226i
4.663,0.213442577239572 - 0.0919060760441375i
4.664,0.210204177926822 - 0.09578005484223i
4.665,0.206929395991651 - 0.0996260645334362i
4.666,0.203618552049469 - 0.103443632572516i
4.667,0.200271974721645 - 0.10723229128274i
4.668,0.196890000542783 - 0.110991578024373i
4.669,0.193472973863727 - 0.114721035361036i
4.67,0.190021246750418 - 0.118420211223832i
4.671,0.186535178878617 - 0.122088659073066i
4.672,0.183015137424565 - 0.125725938057536i
4.673,0.179461496951675 - 0.129331613171156i
4.674,0.175874639293284 - 0.132905255406885i
4.675,0.1722549534316 - 0.136446441907829i
4.676,0.168602835372859 - 0.139954756115374i
4.677,0.164918688018835 - 0.143429787914252i
4.678,0.161202921034751 - 0.146871133774485i
4.679,0.157455950713708 - 0.150278396890023i
4.68,0.153678199837709 - 0.153651187314025i
4.681,0.149870097535372 - 0.156989122090696i
4.682,0.146032079136468 - 0.160291825383543i
4.683,0.142164586023339 - 0.163558928600004i
4.684,0.138268065479347 - 0.166790070512328i
4.685,0.134342970534417 - 0.169984897374646i
4.686,0.130389759807862 - 0.17314306303615i
4.687,0.12640889734849 - 0.176264229050287i
4.688,0.122400852472231 - 0.179348064779934i
4.689,0.118366099597327 - 0.182394247498434i
4.69,0.114305118077222 - 0.185402462486479i
4.691,0.11021839203129 - 0.188372403124746i
4.692,0.106106410173534 - 0.191303770982243i
4.693,0.101969665639311 - 0.19419627590033i
4.694,0.0978086558103325 - 0.197049636072329i
4.695,0.0936238821379553 - 0.199863578118726i
4.696,0.0894158499649628 - 0.202637837157879i
4.697,0.0851850683459349 - 0.205372156872236i
4.698,0.080932049866369 - 0.208066289570028i
4.699,0.0766573104606193 - 0.210719996242388i
4.7,0.0723613692288937 - 0.213333046615894i
4.701,0.0680447482533298 - 0.215905219200522i
4.702,0.0637079724133707 - 0.218436301332987i
4.703,0.0593515692005072 - 0.220926089215469i
4.704,0.0549760685325805 - 0.223374387949712i
4.705,0.0505820025677245 - 0.225781011566519i
4.706,0.0461699055181147 - 0.228145783050627i
4.707,0.0417403134636395 - 0.230468534360976i
4.708,0.0372937641656359 - 0.232749106446386i
4.709,0.0328307968808079 - 0.234987349256678i
4.71,0.0283519521754698 - 0.237183121749218i
4.711,0.0238577717402107 - 0.239336291890972i
4.712,0.0193487982051593 - 0.24144673665603i
4.713,0.0148255749559221 - 0.243514342018716i
4.714,0.0102886459503485 - 0.245539002942221i
4.715,0.00573855553622699 - 0.247520623362917i
4.716,0.00117584827005882 - 0.24945911617027i
4.717,-0.00339893126303546 - 0.251354403182545i
4.718,-0.00798523862806712 - 0.253206415118202i
4.719,-0.0125825297175793 - 0.255015091563183i
4.72,-0.0171902609274911 - 0.256780380934013i
4.721,-0.0218078893313598 - 0.258502240436908i
4.722,-0.0264348728528831 - 0.260180636022858i
4.723,-0.0310706704366121 - 0.261815542338798i
4.724,-0.0357147422167052 - 0.263406942674923i
4.725,-0.0403665496836806 - 0.264954828908232i
4.726,-0.0450255558490362 - 0.266459201442382i
4.727,-0.0496912254076755 - 0.267920069143888i
4.728,-0.0543630248980275 - 0.269337449274826i
4.729,-0.0590404228597949 - 0.270711367422049i
4.73,-0.0637228899892426 - 0.272041857423046i
4.731,-0.0684098992919327 - 0.273328961288517i
4.732,-0.0731009262328611 - 0.274572729121755i
4.733,-0.0777954488839089 - 0.275773219034919i
4.734,-0.0824929480685221 - 0.276930497062311i
4.735,-0.0871929075035934 - 0.278044637070732i
4.736,-0.0918948139384685 - 0.279115720667013i
4.737,-0.0965981572909816 - 0.280143837102837i
4.738,-0.10130243078054 - 0.281129083176922i
4.739,-0.106007131058142 - 0.282071563134696i
4.74,-0.110711758333302 - 0.282971388565524i
4.741,-0.115415816497869 - 0.283828678297629i
4.742,-0.120118813246641 - 0.284643558290787i
4.743,-0.124820260194777 - 0.285416161526869i
4.744,-0.129519672991966 - 0.28614662789841i
4.745,-0.134216571433327 - 0.286835104095219i
4.746,-0.138910479566976 - 0.287481743489177i
4.747,-0.143600925798318 - 0.288086706017339i
4.748,-0.148287442990942 - 0.288650158063393i
4.749,-0.152969568564171 - 0.289172272337625i
4.75,-0.157646844587249 - 0.289653227755461i
4.751,-0.162318817870109 - 0.290093209314698i
4.752,-0.166985040050776 - 0.290492407971532i
4.753,-0.171645067679332 - 0.290851020515451i
4.754,-0.17629846229852 - 0.29116924944313i
4.755,-0.180944790520923 - 0.291447302831414i
4.756,-0.185583624102742 - 0.291685394209458i
4.757,-0.190214540014202 - 0.291883742430159i
4.758,-0.194837120506566 - 0.292042571540945i
4.759,-0.199450953175771 - 0.292162110654029i
4.76,-0.204055631022758 - 0.292242593816236i
4.761,-0.208650752510407 - 0.292284259878435i
4.762,-0.213235921617207 - 0.292287352364736i
4.763,-0.217810747887607 - 0.292252119341491i
4.764,-0.222374846479114 - 0.292178813286211i
4.765,-0.226927838206138 - 0.292067690956466i
4.766,-0.231469349580668 - 0.291919013258868i
4.767,-0.235999012849707 - 0.291733045118181i
4.768,-0.240516466029618 - 0.291510055346715i
4.769,-0.245021352937344 - 0.291250316513968i
4.77,-0.249513323218534 - 0.290954104816705i
4.771,-0.253992032372671 - 0.290621699949473i
4.772,-0.258457141775202 - 0.290253384975647i
4.773,-0.262908318696692 - 0.289849446199078i
4.774,-0.267345236319103 - 0.289410173036421i
4.775,-0.271767573749205 - 0.28893585789018i
4.776,-0.276175016029165 - 0.288426796022554i
4.777,-0.280567254144374 - 0.287883285430158i
4.778,-0.284943985028569 - 0.28730562671964i
4.779,-0.289304911566278 - 0.286694122984291i
4.78,-0.293649742592641 - 0.286049079681669i
4.781,-0.297978192890708 - 0.285370804512342i
4.782,-0.302289983186159 - 0.284659607299713i
4.783,-0.306584840139634 - 0.283915799871087i
4.784,-0.310862496336634 - 0.283139695939927i
4.785,-0.31512269027507 - 0.282331610989414i
4.786,-0.319365166350528 - 0.281491862157312i
4.787,-0.323589674839306 - 0.280620768122194i
4.788,-0.327795971879265 - 0.279718648991084i
4.789,-0.331983819448554 - 0.278785826188519i
4.79,-0.336152985342289 - 0.277822622347076i
4.791,-0.34030324314721 - 0.276829361199431i
4.792,-0.344434372214406 - 0.275806367471923i
4.793,-0.34854615763012 - 0.274753966779699i
4.794,-0.352638390184758 - 0.273672485523445i
4.795,-0.35671086634009 - 0.272562250787732i
4.796,-0.360763388194772 - 0.271423590241002i
4.797,-0.36479576344816 - 0.27025683203721i
4.798,-0.368807805362562 - 0.269062304719158i
4.799,-0.372799332723931 - 0.267840337123509i
4.8,-0.376770169801064 - 0.266591258287529i
4.801,-0.380720146303363 - 0.265315397357549i
4.802,-0.384649097337262 - 0.264013083499183i
4.803,-0.388556863361274 - 0.262684645809262i
4.804,-0.392443290139822 - 0.261330413229572i
4.805,-0.396308228695831 - 0.25995071446234i
4.806,-0.400151535262186 - 0.258545877887487i
4.807,-0.403973071232059 - 0.257116231481686i
4.808,-0.407772703108228 - 0.255662102739175i
4.809,-0.411550302451372 - 0.254183818594387i
4.81,-0.415305745827416 - 0.252681705346335i
4.811,-0.419038914754005 - 0.251156088584812i
4.812,-0.422749695646122 - 0.249607293118343i
4.813,-0.426437979760904 - 0.248035642903961i
4.814,-0.430103663141747 - 0.246441460978716i
4.815,-0.433746646561667 - 0.244825069392976i
4.816,-0.43736683546605 - 0.243186789145504i
4.817,-0.44096413991478 - 0.241526940120256i
4.818,-0.444538474523818 - 0.23984584102497i
4.819,-0.448089758406252 - 0.238143809331459i
4.82,-0.45161791511291 - 0.236421161217648i
4.821,-0.455122872572513 - 0.234678211511326i
4.822,-0.458604563031463 - 0.232915273635596i
4.823,-0.462062922993281 - 0.231132659556015i
4.824,-0.465497893157754 - 0.229330679729417i
4.825,-0.468909418359786 - 0.227509643054395i
4.826,-0.472297447508072 - 0.225669856823416i
4.827,-0.475661933523539 - 0.223811626676581i
4.828,-0.479002833277671 - 0.221935256556989i
4.829,-0.482320107530687 - 0.220041048667704i
4.83,-0.485613720869661 - 0.218129303430273i
4.831,-0.488883641646577 - 0.216200319444843i
4.832,-0.492129841916393 - 0.214254393451773i
4.833,-0.495352297375086 - 0.212291820294797i
4.834,-0.498550987297778 - 0.210312892885663i
4.835,-0.501725894476924 - 0.208317902170268i
4.836,-0.504877005160601 - 0.206307137096238i
4.837,-0.508004308990935 - 0.204280884581944i
4.838,-0.511107798942704 - 0.202239429486939i
4.839,-0.514187471262114 - 0.200183054583779i
4.84,-0.517243325405779 - 0.198112040531218i
4.841,-0.520275363979966 - 0.196026665848752i
4.842,-0.523283592680069 - 0.193927206892485i
4.843,-0.526268020230384 - 0.19181393783229i
4.844,-0.529228658324207 - 0.189687130630269i
4.845,-0.532165521564212 - 0.187547055020441i
4.846,-0.535078627403214 - 0.185393978489688i
4.847,-0.537967996085292 - 0.183228166259895i
4.848,-0.540833650587275 - 0.181049881271277i
4.849,-0.543675616560652 - 0.178859384166879i
4.85,-0.546493922273896 - 0.176656933278198i
4.851,-0.549288598555221 - 0.174442784611938i
4.852,-0.552059678735783 - 0.172217191837839i
4.853,-0.55480719859335 - 0.169980406277592i
4.854,-0.557531196296459 - 0.167732676894785i
4.855,-0.560231712349047 - 0.165474250285885i
4.856,-0.562908789535617 - 0.163205370672197i
4.857,-0.565562472866873 - 0.160926279892823i
4.858,-0.568192809525941 - 0.158637217398558i
4.859,-0.57079984881506 - 0.156338420246717i
4.86,-0.573383642102888 - 0.154030123096871i
4.861,-0.575944242772315 - 0.151712558207484i
4.862,-0.578481706168863 - 0.149385955433367i
4.863,-0.580996089549659 - 0.147050542224015i
4.864,-0.583487452032972 - 0.144706543622753i
4.865,-0.585955854548364 - 0.142354182266659i
4.866,-0.588401359787411 - 0.139993678387273i
4.867,-0.590824032155022 - 0.13762524981207i
4.868,-0.593223937721393 - 0.135249111966639i
4.869,-0.595601144174526 - 0.132865477877589i
4.87,-0.597955720773389 - 0.130474558176149i
4.871,-0.600287738301691 - 0.128076561102418i
4.872,-0.602597269022266 - 0.125671692510283i
4.873,-0.604884386632081 - 0.123260155872958i
4.874,-0.607149166217871 - 0.120842152289128i
4.875,-0.609391684212408 - 0.11841788048969i
4.876,-0.611612018351383 - 0.115987536845057i
4.877,-0.613810247630929 - 0.113551315373028i
4.878,-0.615986452265757 - 0.111109407747172i
4.879,-0.618140713647951 - 0.10866200330574i
4.88,-0.620273114306352 - 0.106209289061071i
4.881,-0.622383737866609 - 0.103751449709478i
4.882,-0.624472669011838 - 0.101288667641584i
4.883,-0.626539993443909 - 0.0988211229531253i
4.884,-0.628585797845361 - 0.0963489934561639i
4.885,-0.630610169841947 - 0.0938724546907121i
4.886,-0.632613197965786 - 0.0913916799367705i
4.887,-0.634594971619155 - 0.0889068402267171i
4.888,-0.636555581038885 - 0.0864181043580816i
4.889,-0.638495117261361 - 0.0839256389066593i
4.89,-0.64041367208816 - 0.081429608239958i
4.891,-0.642311338052274 - 0.0789301745309696i
4.892,-0.644188208384951 - 0.0764274977722371i
4.893,-0.646044376983124 - 0.0739217357902124i
4.894,-0.647879938377457 - 0.0714130442598979i
4.895,-0.649694987700955 - 0.0689015767197459i
4.896,-0.651489620658191 - 0.0663874845868032i
4.897,-0.653263933495097 - 0.0638709171720951i
4.898,-0.655018022969353 - 0.0613520216962486i
4.899,-0.656751986321318 - 0.0588309433052941i
4.9,-0.65846592124558 - 0.0563078250866902i
4.901,-0.660159925863018 - 0.0537828080855398i
4.902,-0.661834098693465 - 0.0512560313209668i
4.903,-0.663488538628906 - 0.0487276318026592i
4.904,-0.665123344907222 - 0.0461977445475899i
4.905,-0.666738617086487 - 0.0436665025968389i
4.906,-0.668334455019801 - 0.0411340370325885i
4.907,-0.669910958830647 - 0.0386004769952179i
4.908,-0.671468228888789 - 0.0360659497005225i
4.909,-0.673006365786678 - 0.0335305804570266i
4.91,-0.67452547031637 - 0.0309944926834006i
4.911,-0.676025643446974 - 0.0284578079259529i
4.912,-0.677506986302578 - 0.0259206458762069i
4.913,-0.678969600140671 - 0.0233831243885385i
4.914,-0.680413586331094 - 0.020845359497883i
4.915,-0.681839046335427 - 0.0183074654374755i
4.916,-0.683246081686867 - 0.0157695546566576i
4.917,-0.684634793970608 - 0.0132317378386993i
4.918,-0.686005284804645 - 0.0106941239186545i
4.919,-0.687357655821064 - 0.00815682010125374i
4.92,-0.688692008647775 - 0.00561993187878486i
4.921,-0.690008444890691 - 0.00308356304900061i
4.922,-0.691307066116345 - 0.000547815733022983i
4.923,-0.692587973834962 + 0.00198720960676757i
4.924,-0.693851269483931 + 0.00452141414884003i
4.925,-0.695097054411702 + 0.00705470069464785i
4.926,-0.696325429862124 + 0.0095869736507839i
4.927,-0.69753649695916 + 0.0121181390111625i
4.928,-0.698730356692026 + 0.0146481043392362i
4.929,-0.699907109900713 + 0.0171767787502568i
4.93,-0.701066857261907 + 0.0197040728935692i
4.931,-0.702209699275296 + 0.0222298989349677i
4.932,-0.70333573625024 + 0.0247541705390939i
4.933,-0.704445068292827 + 0.0272768028518916i
4.934,-0.705537795293292 + 0.0297977124831411i
4.935,-0.706614016913787 + 0.0323168174890354i
4.936,-0.707673832576511 + 0.0348340373548458i
4.937,-0.708717341452192 + 0.0373492929776471i
4.938,-0.709744642448901 + 0.0398625066491308i
4.939,-0.7107558342012 + 0.0423736020384945i
4.94,-0.711751015059634 + 0.0448825041754087i
4.941,-0.712730283080539 + 0.0473891394330862i
4.942,-0.713693736016147 + 0.0498934355114277i
4.943,-0.714641471305043 + 0.0523953214202686i
4.944,-0.715573586062909 + 0.0548947274627149i
4.945,-0.716490177073549 + 0.0573915852185851i
4.946,-0.717391340780244 + 0.0598858275279433i
4.947,-0.718277173277381 + 0.0623773884747503i
4.948,-0.719147770302356 + 0.0648662033706066i
4.949,-0.720003227227776 + 0.0673522087386097i
4.95,-0.720843639053919 + 0.0698353422973159i
4.951,-0.72166910040148 + 0.072315542944824i
4.952,-0.722479705504547 + 0.074792750742958i
4.953,-0.723275548203875 + 0.0772669069015798i
4.954,-0.724056721940384 + 0.0797379537630069i
4.955,-0.724823319748922 + 0.0822058347865609i
4.956,-0.725575434252252 + 0.0846704945332128i
4.957,-0.726313157655303 + 0.0871318786503847i
4.958,-0.727036581739624 + 0.0895899338568308i
4.959,-0.727745797858091 + 0.0920446079276839i
4.96,-0.728440896929819 + 0.0944958496795942i
4.961,-0.729121969435308 + 0.096943608956011i
4.962,-0.7297891054118 + 0.0993878366125803i
4.963,-0.730442394448823 + 0.101828484502688i
4.964,-0.731081925683975 + 0.104265505463088i
4.965,-0.731707787798894 + 0.106698853299725i
4.966,-0.732320069015402 + 0.109128482773616i
4.967,-0.732918857091886 + 0.111554349586919i
4.968,-0.733504239319825 + 0.113976410369087i
4.969,-0.734076302520514 + 0.116394622663182i
4.97,-0.734635133041993 + 0.118808944912309i
4.971,-0.735180816756103 + 0.121219336446177i
4.972,-0.735713439055753 + 0.123625757467798i
4.973,-0.736233084852338 + 0.126028169040314i
4.974,-0.736739838573316 + 0.128426533073952i
4.975,-0.737233784159969 + 0.130820812313122i
4.976,-0.737715005065278 + 0.133210970323621i
4.977,-0.738183584251997 + 0.135596971480004i
4.978,-0.738639604190839 + 0.137978780953056i
4.979,-0.739083146858831 + 0.140356364697405i
4.98,-0.739514293737788 + 0.142729689439273i
4.981,-0.739933125812961 + 0.145098722664349i
4.982,-0.740339723571768 + 0.147463432605779i
4.983,-0.74073416700271 + 0.149823788232329i
4.984,-0.741116535594376 + 0.152179759236625i
4.985,-0.741486908334595 + 0.154531316023557i
4.986,-0.7418453637097 + 0.156878429698799i
4.987,-0.742191979703907 + 0.159221072057456i
4.988,-0.742526833798826 + 0.161559215572843i
4.989,-0.742850002973072 + 0.163892833385397i
4.99,-0.743161563701978 + 0.166221899291691i
4.991,-0.743461591957436 + 0.168546387733614i
4.992,-0.743750163207825 + 0.170866273787632i
4.993,-0.744027352418054 + 0.173181533154211i
4.994,-0.744293234049684 + 0.175492142147337i
4.995,-0.74454788206116 + 0.177798077684178i
4.996,-0.744791369908143 + 0.180099317274862i
