"Freq [GHz]","S(1,1) []"
3.009,0.00962064791674187 - 0.0686023237041087i
3.01,0.00462926676017072 - 0.0742474892764517i
3.011,-0.000439590514102514 - 0.0798086970429322i
3.012,-0.00558392362700871 - 0.0852844829059831i
3.013,-0.0108016973711105 - 0.0906734452393106i
3.014,-0.0160908440070409 - 0.0959742458466345i
3.015,-0.0214492656869321 - 0.101185610812121i
3.016,-0.0268748368992135 - 0.106306331241979i
3.017,-0.0323654069292082 - 0.111335263896944i
3.018,-0.0379188023300206 - 0.116271331715808i
3.019,-0.0435328293981715 - 0.121113524230257i
3.02,-0.0492052766486142 - 0.12586089787183i
3.021,-0.0549339172837898 - 0.130512576171927i
3.022,-0.0607165116515632 - 0.135067749856179i
3.023,-0.0665508096868917 - 0.139525676834699i
3.024,-0.0724345533323777 - 0.143885682090109i
3.025,-0.0783654789328768 - 0.148147157465346i
3.026,-0.0843413195995851 - 0.152309561353608i
3.027,-0.0903598075392041 - 0.15637241829299i
3.028,-0.0964186763439492 - 0.160335318468523i
3.029,-0.102515663238386 - 0.164197917124621i
3.03,-0.108648511279377 - 0.167959933891036i
3.031,-0.114814971505449 - 0.171621152025609i
3.032,-0.121012805032353 - 0.175181417577285i
3.033,-0.127239785091642 - 0.178640638472943i
3.034,-0.133493699009458 - 0.181998783531751i
3.035,-0.139772350122861 - 0.185255881410801i
3.036,-0.146073559631376 - 0.188412019485923i
3.037,-0.152395168381563 - 0.191467342671607i
3.038,-0.15873503858277 - 0.194422052183984i
3.039,-0.165091055452415 - 0.197276404250924i
3.04,-0.17146112878938 - 0.200030708773273i
3.041,-0.177843194474351 - 0.20268532794125i
3.042,-0.184235215896189 - 0.205240674810075i
3.043,-0.190635185303567 - 0.207697211838805i
3.044,-0.19704112508147 - 0.21005544939636i
3.045,-0.203451088952176 - 0.212315944238669i
3.046,-0.209863163100764 - 0.214479297960804i
3.047,-0.216275467225164 - 0.216546155427893i
3.048,-0.222686155511199 - 0.218517203188522i
3.049,-0.229093417532991 - 0.220393167874287i
3.05,-0.235495479079508 - 0.222174814588976i
3.051,-0.241890602908048 - 0.223862945290858i
3.052,-0.248277089425666 - 0.22545839717136i
3.053,-0.254653277299655 - 0.226962041033346i
3.054,-0.261017543998442 - 0.228374779672065i
3.055,-0.267368306264173 - 0.22969754626172i
3.056,-0.273704020518586 - 0.230931302750479i
3.057,-0.28002318320378 - 0.232077038266587i
3.058,-0.286324331059545 - 0.233135767538158i
3.059,-0.292606041339102 - 0.234108529329023i
3.06,-0.298866931965114 - 0.234996384892925i
3.061,-0.305105661627853 - 0.235800416448177i
3.062,-0.311320929827601 - 0.236521725674762i
3.063,-0.317511476863258 - 0.237161432235745i
3.064,-0.323676083769285 - 0.237720672324695i
3.065,-0.329813572203041 - 0.238200597240674i
3.066,-0.335922804284728 - 0.238602371992276i
3.067,-0.34200268239201 - 0.238927173931969i
3.068,-0.348052148911526 - 0.239176191421955i
3.069,-0.354070185949429 - 0.239350622532586i
3.07,-0.36005581500312 - 0.239451673774265i
3.071,-0.366008096596296 - 0.239480558863622i
3.072,-0.371926129879499 - 0.239438497524706i
3.073,-0.377809052198199 - 0.239326714325708i
3.074,-0.383656038630533 - 0.239146437551748i
3.075,-0.389466301496745 - 0.238898898114058i
3.076,-0.395239089842329 - 0.238585328495848i
3.077,-0.400973688896841 - 0.238206961735044i
3.078,-0.406669419510348 - 0.23776503044396i
3.079,-0.412325637569336 - 0.237260765865927i
3.08,-0.417941733393964 - 0.23669539696882i
3.081,-0.423517131118431 - 0.236070149575281i
3.082,-0.429051288056187 - 0.235386245529471i
3.083,-0.434543694051644 - 0.234644901900037i
3.084,-0.439993870820069 - 0.233847330218938i
3.085,-0.44540137127715 - 0.232994735755744i
3.086,-0.450765778859774 - 0.23208831682693i
3.087,-0.456086706839477 - 0.231129264139673i
3.088,-0.461363797629924 - 0.230118760169575i
3.089,-0.466596722089752 - 0.229057978571756i
3.09,-0.471785178822084 - 0.227948083624643i
3.091,-0.476928893471849 - 0.226790229705829i
3.092,-0.482027618022123 - 0.225585560799293i
3.093,-0.487081130090542 - 0.224335210033266i
3.094,-0.492089232226859 - 0.223040299247992i
3.095,-0.497051751212559 - 0.221701938592663i
3.096,-0.501968537363544 - 0.220321226150687i
3.097,-0.506839463836654 - 0.218899247592575i
3.098,-0.511664425940904 - 0.217437075855589i
3.099,-0.516443340454182 - 0.215935770849368i
3.1,-0.521176144946103 - 0.214396379186723i
3.101,-0.525862797107672 - 0.212819933938784i
3.102,-0.530503274088413 - 0.211207454413651i
3.103,-0.535097571841459 - 0.20955994595779i
3.104,-0.539645704477175 - 0.207878399779312i
3.105,-0.544147703625768 - 0.206163792792334i
3.106,-0.548603617809308 - 0.204417087481647i
3.107,-0.553013511823566 - 0.202639231786869i
3.108,-0.557377466130025 - 0.20083115900529i
3.109,-0.561695576258358 - 0.198993787712668i
3.11,-0.565967952219668 - 0.197128021701181i
3.111,-0.570194717930738 - 0.195234749933776i
3.112,-0.57437601064949 - 0.193314846514222i
3.113,-0.578511980421842 - 0.191369170672083i
3.114,-0.582602789540127 - 0.189398566761943i
3.115,-0.58664861201317 - 0.187403864276158i
3.116,-0.590649633048145 - 0.185385877870493i
3.117,-0.594606048544275 - 0.183345407401935i
3.118,-0.598518064598419 - 0.181283237978083i
3.119,-0.602385897022575 - 0.179200140017442i
3.12,-0.606209770873325 - 0.177096869320038i
3.121,-0.609989919993163 - 0.174974167147765i
3.122,-0.613726586563717 - 0.172832760313851i
3.123,-0.617420020670789 - 0.170673361280932i
3.124,-0.621070479881163 - 0.168496668267151i
3.125,-0.624678228831074 - 0.166303365359795i
3.126,-0.628243538826293 - 0.164094122635932i
3.127,-0.631766687453662 - 0.161869596289582i
3.128,-0.635247958203999 - 0.15963042876495i
3.129,-0.638687640106236 - 0.157377248895249i
3.13,-0.642086027372641 - 0.155110672046712i
3.131,-0.645443419054984 - 0.152831300267329i
3.132,-0.648760118711486 - 0.150539722439949i
3.133,-0.652036434084404 - 0.148236514439329i
3.134,-0.655272676788048 - 0.145922239292775i
3.135,-0.65846916200709 - 0.143597447344027i
3.136,-0.661626208204964 - 0.141262676420021i
3.137,-0.664744136842177 - 0.138918452000235i
3.138,-0.66782327210434 - 0.136565287388293i
3.139,-0.67086394063974 - 0.134203683885529i
3.14,-0.673866471306234 - 0.131834130966235i
3.141,-0.676831194927292 - 0.129457106454336i
3.142,-0.679758444056975 - 0.127073076701205i
3.143,-0.682648552753658 - 0.124682496764418i
3.144,-0.685501856362289 - 0.122285810587181i
3.145,-0.688318691304998 - 0.119883451178237i
3.146,-0.691099394879839 - 0.117475840792035i
3.147,-0.693844305067463 - 0.11506339110897i
3.148,-0.696553760345557 - 0.112646503415512i
3.149,-0.699228099510793 - 0.11022556878404i
3.15,-0.701867661508143 - 0.107800968252239i
3.151,-0.704472785267339 - 0.105373073001881i
3.152,-0.707043809546281 - 0.102942244536864i
3.153,-0.709581072781211 - 0.100508834860369i
3.154,-0.712084912943464 - 0.0980731866510091i
3.155,-0.714555667402599 - 0.0956356334378448i
3.156,-0.716993672795725 - 0.0931964997741769i
3.157,-0.71939926490286 - 0.0907561014099834i
3.158,-0.721772778528116 - 0.0883147454629357i
3.159,-0.724114547386543 - 0.0858727305878892i
3.16,-0.72642490399647 - 0.0834303471447737i
3.161,-0.728704179577156 - 0.0809878773647998i
3.162,-0.730952703951582 - 0.0785455955149383i
3.163,-0.733170805454251 - 0.0761037680605682i
3.164,-0.73535881084378 - 0.0736626538262798i
3.165,-0.737517045220178 - 0.0712225041547509i
3.166,-0.739645831946623 - 0.0687835630636765i
3.167,-0.741745492575607 - 0.0663460674006701i
3.168,-0.743816346779279 - 0.0639102469961557i
3.169,-0.745858712283863 - 0.0614763248141565i
3.17,-0.747872904807997 - 0.0590445171010109i
3.171,-0.749859238004863 - 0.0566150335319375i
3.172,-0.751818023407955 - 0.0541880773554803i
3.173,-0.753749570380388 - 0.0517638455357662i
3.174,-0.755654186067579 - 0.0493425288926101i
3.175,-0.757532175353216 - 0.0469243122394086i
3.176,-0.759383840818354 - 0.0445093745188556i
3.177,-0.761209482703557 - 0.0420978889364534i
3.178,-0.763009398873942 - 0.0396900230918232i
3.179,-0.76478388478703 - 0.0372859391078054i
3.18,-0.766533233463285 - 0.0348857937573825i
3.181,-0.768257735459253 - 0.0324897385883763i
3.182,-0.769957678843175 - 0.0300979200459843i
3.183,-0.771633349172984 - 0.0277104795931267i
3.184,-0.773285029476605 - 0.0253275538286258i
3.185,-0.774913000234435 - 0.022949274603227i
3.186,-0.776517539363935 - 0.020575769133489i
3.187,-0.778098922206246 - 0.0182071601135234i
3.188,-0.779657421514717 - 0.0158435658246524i
3.189,-0.781193307445299 - 0.0134851002429529i
3.19,-0.782706847548704 - 0.0111318731447285i
3.191,-0.784198306764245 - 0.00878399020994025i
3.192,-0.785667947415304 - 0.00644155312358907i
3.193,-0.787116029206337 - 0.00410465967509072i
3.194,-0.788542809221356 - 0.00177340385566221i
3.195,-0.78994854192381 + 0.000552124046257207i
3.196,-0.791333479157814 + 0.00287183735152952i
3.197,-0.792697870150649 + 0.00518565289876033i
3.198,-0.794041961516475 + 0.00749349095463481i
3.199,-0.79536599726121 + 0.00979527512612005i
3.2,-0.796670218788498 + 0.0120909322745132i
3.201,-0.797954864906723 + 0.0143803924313024i
3.202,-0.799220171837024 + 0.0166635887158219i
3.203,-0.800466373222233 + 0.0189404572546677i
3.204,-0.801693700136716 + 0.0212109371028476i
3.205,-0.802902381097053 + 0.0234749701666533i
3.206,-0.804092642073518 + 0.0257325011282009i
3.207,-0.805264706502306 + 0.027983477371635i
3.208,-0.806418795298473 + 0.0302278489109607i
3.209,-0.807555126869553 + 0.0324655683194771i
3.21,-0.808673917129789 + 0.0346965906607818i
3.211,-0.809775379514978 + 0.0369208734213322i
3.212,-0.810859724997849 + 0.039138376444514i
3.213,-0.81192716210398 + 0.0413490618662157i
3.214,-0.812977896928195 + 0.0435528940518623i
3.215,-0.814012133151413 + 0.0457498395348926i
3.216,-0.815030072057929 + 0.0479398669566413i
3.217,-0.816031912553083 + 0.0501229470076305i
3.218,-0.817017851181296 + 0.0522990523701974i
3.219,-0.817988082144447 + 0.0544681576624701i
3.22,-0.818942797320557 + 0.0566302393836578i
3.221,-0.819882186282766 + 0.0587852758606121i
3.222,-0.820806436318565 + 0.0609332471956551i
3.223,-0.821715732449273 + 0.0630741352156503i
3.224,-0.822610257449734 + 0.0652079234222704i
3.225,-0.8234901918682 + 0.0673345969434546i
3.226,-0.824355714046395 + 0.0694541424860319i
3.227,-0.825207000139743 + 0.0715665482894826i
3.228,-0.826044224137717 + 0.073671804080801i
3.229,-0.826867557884326 + 0.075769901030478i
3.23,-0.827677171098687 + 0.0778608317095222i
3.231,-0.828473231395707 + 0.0799445900475471i
3.232,-0.829255904306806 + 0.0820211712918772i
3.233,-0.830025353300728 + 0.0840905719676573i
3.234,-0.83078173980437 + 0.0861527898389374i
3.235,-0.831525223223657 + 0.0882078238707329i
3.236,-0.832255960964424 + 0.0902556741920096i
3.237,-0.832974108453303 + 0.0922963420595947i
3.238,-0.833679819158609 + 0.0943298298229872i
3.239,-0.834373244611205 + 0.0963561408900454i
3.24,-0.83505453442533 + 0.098375279693538i
3.241,-0.835723836319407 + 0.100387251658531i
3.242,-0.836381296136784 + 0.102392063170607i
3.243,-0.837027057866432 + 0.104389721544873i
3.244,-0.837661263663568 + 0.10638023499577i
3.245,-0.838284053870217 + 0.108363612607645i
3.246,-0.838895567035679 + 0.110339864306064i
3.247,-0.839495939936921 + 0.112309000829877i
3.248,-0.840085307598868 + 0.114271033703991i
3.249,-0.840663803314593 + 0.116225975212835i
3.25,-0.841231558665407 + 0.118173838374527i
3.251,-0.841788703540827 + 0.120114636915698i
3.252,-0.842335366158435 + 0.122048385246974i
3.253,-0.842871673083611 + 0.12397509843909i
3.254,-0.843397749249138 + 0.125894792199637i
3.255,-0.84391371797468 + 0.127807482850413i
3.256,-0.84441970098612 + 0.129713187305361i
3.257,-0.844915818434762 + 0.131611923049103i
3.258,-0.845402188916389 + 0.133503708116033i
3.259,-0.845878929490177 + 0.135388561069949i
3.26,-0.846346155697457 + 0.137266500984257i
3.261,-0.84680398158033 + 0.139137547422676i
3.262,-0.847252519700127 + 0.141001720420461i
3.263,-0.847691881155707 + 0.142859040466147i
3.264,-0.848122175601607 + 0.144709528483758i
3.265,-0.848543511266022 + 0.146553205815511i
3.266,-0.848955994968628 + 0.148390094204986i
3.267,-0.849359732138243 + 0.150220215780746i
3.268,-0.849754826830317 + 0.152043593040403i
3.269,-0.850141381744263 + 0.153860248835122i
3.27,-0.850519498240614 + 0.15567020635455i
3.271,-0.85088927635802 + 0.157473489112142i
3.272,-0.851250814830067 + 0.159270120930914i
3.273,-0.851604211101933 + 0.161060125929574i
3.274,-0.851949561346872 + 0.162843528509035i
3.275,-0.852286960482529 + 0.164620353339315i
3.276,-0.85261650218708 + 0.166390625346785i
3.277,-0.852938278915208 + 0.168154369701785i
3.278,-0.853252381913902 + 0.169911611806587i
3.279,-0.853558901238086 + 0.171662377283686i
3.28,-0.853857925766086 + 0.173406691964432i
3.281,-0.854149543214908 + 0.175144581877981i
3.282,-0.854433840155372 + 0.176876073240551i
3.283,-0.854710902027046 + 0.178601192444997i
3.284,-0.854980813153039 + 0.180319966050678i
3.285,-0.855243656754606 + 0.182032420773614i
3.286,-0.855499514965594 + 0.183738583476925i
3.287,-0.855748468846715 + 0.185438481161553i
3.288,-0.85599059839966 + 0.187132140957248i
3.289,-0.85622598258104 + 0.188819590113811i
3.29,-0.856454699316162 + 0.190500855992609i
3.291,-0.856676825512646 + 0.192175966058327i
3.292,-0.856892437073877 + 0.19384494787096i
3.293,-0.857101608912289 + 0.195507829078057i
3.294,-0.857304414962497 + 0.197164637407176i
3.295,-0.857500928194262 + 0.198815400658584i
3.296,-0.857691220625296 + 0.200460146698159i
3.297,-0.85787536333392 + 0.20209890345052i
3.298,-0.858053426471549 + 0.203731698892352i
3.299,-0.858225479275033 + 0.205358561045941i
3.3,-0.858391590078844 + 0.206979517972911i
3.301,-0.858551826327098 + 0.208594597768138i
3.302,-0.85870625458544 + 0.210203828553869i
3.303,-0.85885494055277 + 0.211807238474013i
3.304,-0.858997949072821 + 0.213404855688613i
3.305,-0.859135344145589 + 0.214996708368488i
3.306,-0.859267188938619 + 0.216582824690052i
3.307,-0.859393545798139 + 0.218163232830282i
3.308,-0.859514476260062 + 0.21973796096187i
3.309,-0.859630041060832 + 0.221307037248502i
3.31,-0.859740300148139 + 0.222870489840312i
3.311,-0.859845312691489 + 0.224428346869472i
3.312,-0.859945137092638 + 0.225980636445933i
3.313,-0.860039830995884 + 0.227527386653291i
3.314,-0.860129451298238 + 0.229068625544815i
3.315,-0.860214054159439 + 0.230604381139583i
3.316,-0.860293695011855 + 0.232134681418759i
3.317,-0.860368428570247 + 0.233659554321997i
3.318,-0.860438308841395 + 0.235179027743965i
3.319,-0.860503389133611 + 0.236693129530981i
3.32,-0.860563722066112 + 0.23820188747778i
3.321,-0.860619359578272 + 0.239705329324383i
3.322,-0.860670352938754 + 0.241203482753078i
3.323,-0.860716752754511 + 0.24269637538551i
3.324,-0.860758608979674 + 0.244184034779872i
3.325,-0.860795970924313 + 0.245666488428198i
3.326,-0.860828887263086 + 0.247143763753762i
3.327,-0.860857406043766 + 0.248615888108561i
3.328,-0.860881574695655 + 0.250082888770896i
3.329,-0.86090144003788 + 0.25154479294305i
3.33,-0.860917048287584 + 0.253001627749043i
3.331,-0.860928445067997 + 0.254453420232482i
3.332,-0.860935675416403 + 0.25590019735449i
3.333,-0.860938783791988 + 0.257341985991719i
3.334,-0.860937814083599 + 0.258778812934438i
3.335,-0.860932809617377 + 0.260210704884702i
3.336,-0.860923813164299 + 0.261637688454594i
3.337,-0.860910866947609 + 0.263059790164537i
3.338,-0.86089401265015 + 0.264477036441686i
3.339,-0.860873291421594 + 0.26588945361837i
3.34,-0.860848743885573 + 0.267297067930628i
3.341,-0.860820410146713 + 0.26869990551678i
3.342,-0.860788329797568 + 0.270097992416086i
3.343,-0.860752541925459 + 0.271491354567449i
3.344,-0.860713085119222 + 0.272880017808189i
3.345,-0.860669997475854 + 0.274264007872868i
3.346,-0.860623316607081 + 0.275643350392175i
3.347,-0.86057307964582 + 0.277018070891862i
3.348,-0.860519323252559 + 0.27838819479174i
3.349,-0.860462083621654 + 0.279753747404714i
3.35,-0.860401396487522 + 0.281114753935884i
3.351,-0.860337297130767 + 0.282471239481684i
3.352,-0.860269820384207 + 0.283823229029067i
3.353,-0.860199000638825 + 0.285170747454747i
3.354,-0.860124871849633 + 0.286513819524474i
3.355,-0.860047467541456 + 0.287852469892353i
3.356,-0.859966820814638 + 0.289186723100219i
3.357,-0.859882964350661 + 0.290516603577031i
3.358,-0.859795930417697 + 0.291842135638326i
3.359,-0.859705750876068 + 0.293163343485699i
3.36,-0.859612457183647 + 0.29448025120632i
3.361,-0.859516080401171 + 0.295792882772497i
3.362,-0.859416651197481 + 0.297101262041264i
3.363,-0.859314199854697 + 0.298405412754007i
3.364,-0.859208756273313 + 0.299705358536126i
3.365,-0.859100349977221 + 0.301001122896724i
3.366,-0.858989010118673 + 0.302292729228327i
3.367,-0.858874765483162 + 0.303580200806637i
3.368,-0.858757644494248 + 0.304863560790316i
3.369,-0.858637675218302 + 0.306142832220791i
3.37,-0.858514885369197 + 0.307418038022098i
3.371,-0.858389302312924 + 0.308689201000735i
3.372,-0.858260953072153 + 0.309956343845559i
3.373,-0.858129864330719 + 0.311219489127698i
3.374,-0.857996062438054 + 0.312478659300487i
3.375,-0.857859573413554 + 0.313733876699432i
3.376,-0.857720422950888 + 0.314985163542192i
3.377,-0.857578636422239 + 0.316232541928589i
3.378,-0.857434238882496 + 0.31747603384063i
3.379,-0.85728725507338 + 0.318715661142556i
3.38,-0.857137709427519 + 0.319951445580909i
3.381,-0.856985626072456 + 0.321183408784623i
3.382,-0.856831028834615 + 0.322411572265125i
3.383,-0.856673941243199 + 0.323635957416453i
3.384,-0.85651438653404 + 0.324856585515412i
3.385,-0.856352387653395 + 0.326073477721712i
3.386,-0.856187967261691 + 0.327286655078153i
3.387,-0.85602114773721 + 0.328496138510811i
3.388,-0.855851951179733 + 0.329701948829243i
3.389,-0.855680399414125 + 0.330904106726704i
3.39,-0.855506513993875 + 0.332102632780376i
3.391,-0.855330316204587 + 0.333297547451622i
3.392,-0.855151827067415 + 0.334488871086236i
3.393,-0.854971067342468 + 0.335676623914723i
3.394,-0.854788057532137 + 0.336860826052577i
3.395,-0.854602817884416 + 0.338041497500579i
3.396,-0.854415368396137 + 0.3392186581451i
3.397,-0.854225728816193 + 0.340392327758425i
3.398,-0.854033918648692 + 0.341562525999072i
3.399,-0.853839957156083 + 0.342729272412141i
3.4,-0.853643863362228 + 0.34389258642965i
3.401,-0.853445656055444 + 0.3450524873709i
3.402,-0.853245353791486 + 0.346208994442835i
3.403,-0.853042974896507 + 0.347362126740423i
3.404,-0.852838537469962 + 0.34851190324703i
3.405,-0.852632059387479 + 0.349658342834814i
3.406,-0.852423558303694 + 0.350801464265127i
3.407,-0.852213051655035 + 0.351941286188913i
3.408,-0.85200055666248 + 0.353077827147123i
3.409,-0.851786090334271 + 0.354211105571132i
3.41,-0.851569669468591 + 0.355341139783164i
3.411,-0.851351310656202 + 0.356467947996726i
3.412,-0.851131030283055 + 0.357591548317039i
3.413,-0.850908844532852 + 0.358711958741483i
3.414,-0.850684769389585 + 0.359829197160043i
3.415,-0.850458820640027 + 0.360943281355763i
3.416,-0.850231013876204 + 0.362054229005196i
3.417,-0.850001364497822 + 0.363162057678876i
3.418,-0.849769887714657 + 0.364266784841774i
3.419,-0.849536598548933 + 0.365368427853773i
3.42,-0.84930151183764 + 0.366467003970137i
3.421,-0.849064642234842 + 0.367562530341989i
3.422,-0.848826004213942 + 0.368655024016794i
3.423,-0.848585612069919 + 0.369744501938839i
3.424,-0.848343479921535 + 0.37083098094972i
3.425,-0.848099621713513 + 0.371914477788832i
3.426,-0.847854051218682 + 0.372995009093858i
3.427,-0.847606782040094 + 0.374072591401269i
3.428,-0.847357827613115 + 0.375147241146811i
3.429,-0.847107201207483 + 0.376218974666008i
3.43,-0.846854915929341 + 0.377287808194669i
3.431,-0.846600984723242 + 0.378353757869377i
3.432,-0.846345420374125 + 0.379416839728004i
3.433,-0.846088235509267 + 0.380477069710208i
3.434,-0.845829442600207 + 0.381534463657943i
3.435,-0.845569053964639 + 0.382589037315967i
3.436,-0.845307081768293 + 0.383640806332349i
3.437,-0.845043538026776 + 0.38468978625898i
3.438,-0.844778434607392 + 0.385735992552081i
3.439,-0.844511783230945 + 0.386779440572718i
3.44,-0.844243595473507 + 0.387820145587307i
3.441,-0.843973882768169 + 0.388858122768131i
3.442,-0.843702656406768 + 0.389893387193851i
3.443,-0.843429927541586 + 0.390925953850018i
3.444,-0.843155707187029 + 0.391955837629584i
3.445,-0.842880006221287 + 0.392983053333419i
3.446,-0.842602835387965 + 0.394007615670815i
3.447,-0.842324205297697 + 0.395029539260006i
3.448,-0.842044126429738 + 0.396048838628679i
3.449,-0.841762609133527 + 0.397065528214478i
3.45,-0.841479663630243 + 0.398079622365526i
3.451,-0.841195300014329 + 0.399091135340926i
3.452,-0.840909528254998 + 0.400100081311274i
3.453,-0.84062235819772 + 0.401106474359171i
3.454,-0.840333799565694 + 0.402110328479726i
3.455,-0.840043861961287 + 0.403111657581069i
3.456,-0.83975255486747 + 0.40411047548485i
3.457,-0.83945988764922 + 0.405106795926752i
3.458,-0.839165869554914 + 0.406100632556993i
3.459,-0.838870509717705 + 0.407091998940824i
3.46,-0.838573817156864 + 0.408080908559039i
3.461,-0.838275800779126 + 0.409067374808472i
3.462,-0.837976469380005 + 0.410051411002496i
3.463,-0.837675831645088 + 0.411033030371521i
3.464,-0.837373896151328 + 0.412012246063492i
3.465,-0.837070671368302 + 0.412989071144384i
3.466,-0.836766165659463 + 0.413963518598695i
3.467,-0.836460387283375 + 0.41493560132994i
3.468,-0.836153344394923 + 0.415905332161138i
3.469,-0.835845045046519 + 0.416872723835305i
3.47,-0.835535497189285 + 0.417837789015938i
3.471,-0.83522470867422 + 0.4188005402875i
3.472,-0.834912687253354 + 0.41976099015591i
3.473,-0.834599440580888 + 0.420719151049018i
3.474,-0.834284976214314 + 0.421675035317086i
3.475,-0.833969301615523 + 0.42262865523327i
3.476,-0.833652424151907 + 0.423580022994094i
3.477,-0.833334351097425 + 0.424529150719921i
3.478,-0.833015089633679 + 0.425476050455433i
3.479,-0.832694646850959 + 0.426420734170094i
3.48,-0.832373029749286 + 0.427363213758625i
3.481,-0.83205024523943 + 0.428303501041463i
3.482,-0.831726300143923 + 0.429241607765229i
3.483,-0.831401201198059 + 0.430177545603194i
3.484,-0.831074955050873 + 0.431111326155732i
3.485,-0.830747568266114 + 0.432042960950783i
3.486,-0.830419047323207 + 0.432972461444306i
3.487,-0.830089398618197 + 0.433899839020732i
3.488,-0.829758628464679 + 0.434825104993421i
3.489,-0.829426743094727 + 0.4357482706051i
3.49,-0.829093748659795 + 0.436669347028326i
3.491,-0.828759651231625 + 0.437588345365913i
3.492,-0.828424456803123 + 0.438505276651389i
3.493,-0.828088171289242 + 0.439420151849428i
3.494,-0.82775080052784 + 0.440332981856287i
3.495,-0.827412350280533 + 0.441243777500251i
3.496,-0.827072826233538 + 0.442152549542054i
3.497,-0.8267322339985 + 0.443059308675319i
3.498,-0.826390579113317 + 0.443964065526982i
3.499,-0.826047867042941 + 0.444866830657721i
3.5,-0.825704103180184 + 0.445767614562377i
3.501,-0.8253592928465 + 0.446666427670377i
3.502,-0.825013441292767 + 0.447563280346156i
3.503,-0.824666553700051 + 0.44845818288957i
3.504,-0.824318635180369 + 0.449351145536311i
3.505,-0.823969690777434 + 0.450242178458321i
3.506,-0.823619725467394 + 0.4511312917642i
3.507,-0.823268744159558 + 0.452018495499616i
3.508,-0.822916751697121 + 0.452903799647705i
3.509,-0.822563752857873 + 0.453787214129479i
3.51,-0.822209752354898 + 0.454668748804225i
3.511,-0.821854754837269 + 0.455548413469898i
3.512,-0.821498764890728 + 0.456426217863526i
3.513,-0.821141787038365 + 0.457302171661592i
3.514,-0.82078382574128 + 0.458176284480432i
3.515,-0.820424885399242 + 0.459048565876623i
3.516,-0.820064970351342 + 0.459919025347365i
3.517,-0.819704084876628 + 0.460787672330869i
3.518,-0.819342233194737 + 0.461654516206733i
3.519,-0.818979419466526 + 0.462519566296327i
3.52,-0.818615647794684 + 0.463382831863164i
3.521,-0.81825092222434 + 0.464244322113277i
3.522,-0.817885246743669 + 0.465104046195589i
3.523,-0.817518625284478 + 0.465962013202284i
3.524,-0.817151061722797 + 0.466818232169172i
3.525,-0.816782559879454 + 0.467672712076055i
3.526,-0.816413123520651 + 0.468525461847088i
3.527,-0.816042756358522 + 0.46937649035114i
3.528,-0.815671462051691 + 0.470225806402152i
3.529,-0.815299244205824 + 0.471073418759489i
3.53,-0.814926106374168 + 0.471919336128297i
3.531,-0.814552052058088 + 0.472763567159849i
3.532,-0.814177084707597 + 0.473606120451898i
3.533,-0.813801207721875 + 0.474447004549018i
3.534,-0.81342442444979 + 0.475286227942951i
3.535,-0.813046738190397 + 0.476123799072949i
3.536,-0.812668152193451 + 0.476959726326109i
3.537,-0.812288669659898 + 0.47779401803771i
3.538,-0.811908293742365 + 0.478626682491554i
3.539,-0.811527027545644 + 0.479457727920288i
3.54,-0.81114487412717 + 0.480287162505742i
3.541,-0.810761836497491 + 0.481114994379253i
3.542,-0.810377917620735 + 0.481941231621991i
3.543,-0.809993120415071 + 0.482765882265279i
3.544,-0.809607447753156 + 0.483588954290922i
3.545,-0.809220902462595 + 0.484410455631516i
3.546,-0.808833487326371 + 0.48523039417077i
3.547,-0.808445205083288 + 0.48604877774382i
3.548,-0.808056058428404 + 0.486865614137538i
3.549,-0.807666050013454 + 0.487680911090844i
3.55,-0.80727518244727 + 0.488494676295016i
3.551,-0.806883458296199 + 0.489306917393986i
3.552,-0.806490880084507 + 0.490117641984659i
3.553,-0.806097450294795 + 0.490926857617197i
3.554,-0.805703171368387 + 0.491734571795332i
3.555,-0.805308045705731 + 0.492540791976653i
3.556,-0.804912075666788 + 0.493345525572904i
3.557,-0.804515263571416 + 0.494148779950281i
3.558,-0.80411761169975 + 0.494950562429717i
3.559,-0.803719122292578 + 0.495750880287171i
3.56,-0.803319797551708 + 0.496549740753915i
3.561,-0.802919639640342 + 0.497347151016822i
3.562,-0.802518650683428 + 0.498143118218639i
3.563,-0.802116832768024 + 0.498937649458279i
3.564,-0.801714187943642 + 0.499730751791089i
3.565,-0.801310718222605 + 0.500522432229131i
3.566,-0.800906425580383 + 0.501312697741458i
3.567,-0.800501311955939 + 0.502101555254376i
3.568,-0.800095379252057 + 0.502889011651726i
3.569,-0.799688629335674 + 0.503675073775147i
3.57,-0.799281064038212 + 0.504459748424341i
3.571,-0.798872685155893 + 0.505243042357338i
3.572,-0.798463494450063 + 0.506024962290758i
3.573,-0.798053493647501 + 0.506805514900069i
3.574,-0.797642684440737 + 0.507584706819854i
3.575,-0.797231068488347 + 0.508362544644052i
3.576,-0.796818647415267 + 0.509139034926227i
3.577,-0.796405422813086 + 0.509914184179812i
3.578,-0.795991396240338 + 0.510687998878363i
3.579,-0.795576569222804 + 0.511460485455805i
3.58,-0.795160943253787 + 0.512231650306681i
3.581,-0.794744519794403 + 0.513001499786396i
3.582,-0.794327300273862 + 0.513770040211459i
3.583,-0.79390928608974 + 0.514537277859728i
3.584,-0.793490478608257 + 0.515303218970645i
3.585,-0.793070879164545 + 0.516067869745473i
3.586,-0.792650489062915 + 0.516831236347537i
