"Freq [GHz]","S(1,1) []"
1.564,-0.978607831618404 + 0.180288333836815i
1.565,-0.978528079805968 + 0.180702600278938i
1.566,-0.978448148790993 + 0.181116777353809i
1.567,-0.978368038562079 + 0.181530865515323i
1.568,-0.978287749106805 + 0.181944865217012i
1.569,-0.978207280411728 + 0.182358776912044i
1.57,-0.978126632462389 + 0.182772601053228i
1.571,-0.978045805243301 + 0.183186338093017i
1.572,-0.977964798737964 + 0.183599988483509i
1.573,-0.977883612928852 + 0.184013552676449i
1.574,-0.977802247797422 + 0.184427031123238i
1.575,-0.977720703324106 + 0.184840424274928i
1.576,-0.977638979488321 + 0.185253732582231i
1.577,-0.977557076268456 + 0.185666956495518i
1.578,-0.977474993641886 + 0.186080096464822i
1.579,-0.97739273158496 + 0.186493152939845i
1.58,-0.977310290073009 + 0.186906126369956i
1.581,-0.977227669080339 + 0.187319017204195i
1.582,-0.97714486858024 + 0.187731825891275i
1.583,-0.977061888544973 + 0.188144552879593i
1.584,-0.976978728945785 + 0.188557198617218i
1.585,-0.976895389752894 + 0.188969763551905i
1.586,-0.976811870935498 + 0.189382248131097i
1.587,-0.976728172461777 + 0.189794652801922i
1.588,-0.976644294298881 + 0.1902069780112i
1.589,-0.976560236412942 + 0.190619224205448i
1.59,-0.976475998769065 + 0.191031391830877i
1.591,-0.976391581331335 + 0.191443481333399i
1.592,-0.976306984062811 + 0.191855493158625i
1.593,-0.976222206925527 + 0.192267427751878i
1.594,-0.976137249880494 + 0.192679285558182i
1.595,-0.976052112887696 + 0.193091067022278i
1.596,-0.975966795906095 + 0.193502772588617i
1.597,-0.975881298893624 + 0.193914402701367i
1.598,-0.975795621807192 + 0.194325957804415i
1.599,-0.975709764602678 + 0.194737438341371i
1.6,-0.975623727234939 + 0.19514884475557i
1.601,-0.975537509657801 + 0.195560177490071i
1.602,-0.975451111824062 + 0.195971436987671i
1.603,-0.975364533685495 + 0.196382623690888i
1.604,-0.975277775192838 + 0.19679373804199i
1.605,-0.975190836295807 + 0.197204780482973i
1.606,-0.975103716943082 + 0.197615751455579i
1.607,-0.975016417082315 + 0.198026651401292i
1.608,-0.974928936660128 + 0.198437480761345i
1.609,-0.974841275622108 + 0.19884823997672i
1.61,-0.974753433912813 + 0.19925892948815i
1.611,-0.974665411475767 + 0.199669549736124i
1.612,-0.974577208253459 + 0.200080101160889i
1.613,-0.974488824187348 + 0.200490584202453i
1.614,-0.974400259217853 + 0.200900999300587i
1.615,-0.974311513284362 + 0.201311346894829i
1.616,-0.974222586325224 + 0.201721627424484i
1.617,-0.974133478277754 + 0.202131841328629i
1.618,-0.974044189078225 + 0.202541989046119i
1.619,-0.973954718661877 + 0.202952071015578i
1.62,-0.973865066962907 + 0.203362087675421i
1.621,-0.973775233914474 + 0.203772039463835i
1.622,-0.973685219448697 + 0.204181926818797i
1.623,-0.973595023496652 + 0.204591750178075i
1.624,-0.973504645988373 + 0.205001509979221i
1.625,-0.973414086852853 + 0.205411206659586i
1.626,-0.97332334601804 + 0.205820840656314i
1.627,-0.973232423410836 + 0.20623041240635i
1.628,-0.9731413189571 + 0.20663992234644i
1.629,-0.973050032581642 + 0.207049370913134i
1.63,-0.972958564208226 + 0.207458758542789i
1.631,-0.972866913759568 + 0.207868085671571i
1.632,-0.972775081157333 + 0.208277352735462i
1.633,-0.972683066322139 + 0.208686560170255i
1.634,-0.97259086917355 + 0.209095708411565i
1.635,-0.972498489630079 + 0.209504797894822i
1.636,-0.972405927609185 + 0.209913829055287i
1.637,-0.972313183027274 + 0.210322802328039i
1.638,-0.972220255799697 + 0.210731718147994i
1.639,-0.972127145840747 + 0.211140576949892i
1.64,-0.972033853063663 + 0.211549379168312i
1.641,-0.97194037738062 + 0.211958125237669i
1.642,-0.971846718702739 + 0.212366815592216i
1.643,-0.971752876940078 + 0.212775450666052i
1.644,-0.971658852001633 + 0.213184030893117i
1.645,-0.971564643795338 + 0.213592556707202i
1.646,-0.971470252228063 + 0.214001028541944i
1.647,-0.971375677205611 + 0.214409446830839i
1.648,-0.97128091863272 + 0.214817812007236i
1.649,-0.971185976413062 + 0.215226124504342i
1.65,-0.971090850449236 + 0.215634384755226i
1.651,-0.970995540642773 + 0.216042593192822i
1.652,-0.970900046894134 + 0.216450750249929i
1.653,-0.970804369102705 + 0.216858856359217i
1.654,-0.970708507166799 + 0.217266911953226i
1.655,-0.970612460983654 + 0.217674917464374i
1.656,-0.97051623044943 + 0.218082873324952i
1.657,-0.970419815459211 + 0.218490779967137i
1.658,-0.970323215907 + 0.218898637822983i
1.659,-0.970226431685719 + 0.219306447324436i
1.66,-0.97012946268721 + 0.219714208903323i
1.661,-0.970032308802228 + 0.220121922991369i
1.662,-0.969934969920445 + 0.220529590020189i
1.663,-0.969837445930449 + 0.220937210421293i
1.664,-0.969739736719735 + 0.221344784626093i
1.665,-0.969641842174712 + 0.221752313065903i
1.666,-0.969543762180696 + 0.222159796171939i
1.667,-0.969445496621913 + 0.222567234375327i
1.668,-0.969347045381493 + 0.2229746281071i
1.669,-0.969248408341471 + 0.223381977798208i
1.67,-0.969149585382785 + 0.22378928387951i
1.671,-0.969050576385274 + 0.224196546781789i
1.672,-0.968951381227676 + 0.224603766935745i
1.673,-0.968851999787628 + 0.225010944772004i
1.674,-0.968752431941664 + 0.225418080721116i
1.675,-0.968652677565212 + 0.225825175213559i
1.676,-0.968552736532592 + 0.226232228679747i
1.677,-0.968452608717016 + 0.226639241550025i
1.678,-0.968352293990588 + 0.227046214254673i
1.679,-0.968251792224294 + 0.227453147223914i
1.68,-0.968151103288013 + 0.227860040887915i
1.681,-0.968050227050504 + 0.22826689567678i
1.682,-0.96794916337941 + 0.22867371202057i
1.683,-0.967847912141254 + 0.229080490349293i
1.684,-0.967746473201439 + 0.229487231092906i
1.685,-0.967644846424245 + 0.229893934681328i
1.686,-0.967543031672825 + 0.230300601544434i
1.687,-0.967441028809209 + 0.230707232112059i
1.688,-0.967338837694295 + 0.231113826814004i
1.689,-0.967236458187854 + 0.231520386080036i
1.69,-0.96713389014852 + 0.231926910339892i
1.691,-0.967031133433798 + 0.23233340002328i
1.692,-0.966928187900053 + 0.232739855559882i
1.693,-0.966825053402513 + 0.23314627737936i
1.694,-0.966721729795264 + 0.233552665911355i
1.695,-0.966618216931252 + 0.233959021585492i
1.696,-0.966514514662277 + 0.234365344831379i
1.697,-0.966410622838995 + 0.234771636078614i
1.698,-0.966306541310908 + 0.235177895756787i
1.699,-0.966202269926374 + 0.235584124295481i
1.7,-0.966097808532594 + 0.235990322124276i
1.701,-0.965993156975615 + 0.236396489672749i
1.702,-0.965888315100327 + 0.236802627370482i
1.703,-0.965783282750461 + 0.237208735647061i
1.704,-0.965678059768585 + 0.237614814932078i
1.705,-0.965572645996106 + 0.238020865655136i
1.706,-0.965467041273263 + 0.238426888245853i
1.707,-0.965361245439128 + 0.238832883133858i
1.708,-0.965255258331601 + 0.239238850748803i
1.709,-0.965149079787411 + 0.239644791520357i
1.71,-0.965042709642111 + 0.240050705878217i
1.711,-0.964936147730075 + 0.240456594252102i
1.712,-0.9648293938845 + 0.240862457071766i
1.713,-0.9647224479374 + 0.241268294766989i
1.714,-0.964615309719603 + 0.241674107767592i
1.715,-0.964507979060751 + 0.242079896503425i
1.716,-0.964400455789298 + 0.242485661404387i
1.717,-0.964292739732503 + 0.242891402900416i
1.718,-0.964184830716433 + 0.243297121421494i
1.719,-0.964076728565957 + 0.243702817397656i
1.72,-0.963968433104745 + 0.244108491258984i
1.721,-0.963859944155266 + 0.244514143435618i
1.722,-0.963751261538782 + 0.244919774357751i
1.723,-0.963642385075351 + 0.245325384455639i
1.724,-0.963533314583818 + 0.245730974159594i
1.725,-0.963424049881818 + 0.246136543900002i
1.726,-0.963314590785773 + 0.24654209410731i
1.727,-0.96320493711088 + 0.246947625212039i
1.728,-0.963095088671124 + 0.247353137644783i
1.729,-0.962985045279262 + 0.24775863183621i
1.73,-0.962874806746828 + 0.248164108217066i
1.731,-0.962764372884124 + 0.248569567218184i
1.732,-0.962653743500225 + 0.248975009270478i
1.733,-0.962542918402968 + 0.249380434804948i
1.734,-0.962431897398957 + 0.249785844252687i
1.735,-0.962320680293551 + 0.250191238044877i
1.736,-0.962209266890873 + 0.250596616612801i
1.737,-0.962097656993794 + 0.251001980387835i
1.738,-0.961985850403941 + 0.251407329801459i
1.739,-0.961873846921689 + 0.251812665285256i
1.74,-0.961761646346156 + 0.252217987270917i
1.741,-0.961649248475206 + 0.25262329619024i
1.742,-0.961536653105441 + 0.253028592475138i
1.743,-0.961423860032202 + 0.253433876557637i
1.744,-0.96131086904956 + 0.253839148869883i
1.745,-0.961197679950319 + 0.254244409844142i
1.746,-0.96108429252601 + 0.254649659912802i
1.747,-0.960970706566889 + 0.255054899508381i
1.748,-0.960856921861933 + 0.255460129063522i
1.749,-0.960742938198837 + 0.255865349011002i
1.75,-0.96062875536401 + 0.256270559783735i
1.751,-0.960514373142576 + 0.256675761814768i
1.752,-0.960399791318364 + 0.257080955537292i
1.753,-0.960285009673909 + 0.257486141384641i
1.754,-0.960170027990451 + 0.257891319790295i
1.755,-0.960054846047925 + 0.258296491187881i
1.756,-0.959939463624962 + 0.258701656011182i
1.757,-0.959823880498888 + 0.259106814694131i
1.758,-0.959708096445714 + 0.259511967670822i
1.759,-0.95959211124014 + 0.259917115375509i
1.76,-0.959475924655544 + 0.260322258242606i
1.761,-0.959359536463985 + 0.260727396706699i
1.762,-0.959242946436198 + 0.261132531202538i
1.763,-0.959126154341587 + 0.261537662165046i
1.764,-0.959009159948224 + 0.261942790029323i
1.765,-0.958891963022847 + 0.262347915230646i
1.766,-0.958774563330856 + 0.262753038204468i
1.767,-0.958656960636305 + 0.263158159386432i
1.768,-0.958539154701904 + 0.263563279212363i
1.769,-0.958421145289012 + 0.263968398118278i
1.77,-0.958302932157636 + 0.264373516540381i
1.771,-0.958184515066424 + 0.264778634915078i
1.772,-0.958065893772663 + 0.265183753678968i
1.773,-0.957947068032278 + 0.265588873268852i
1.774,-0.957828037599821 + 0.265993994121733i
1.775,-0.957708802228476 + 0.266399116674826i
1.776,-0.957589361670047 + 0.266804241365548i
1.777,-0.957469715674963 + 0.267209368631536i
1.778,-0.957349863992264 + 0.267614498910635i
1.779,-0.957229806369605 + 0.268019632640913i
1.78,-0.95710954255325 + 0.268424770260658i
1.781,-0.956989072288065 + 0.268829912208384i
1.782,-0.956868395317518 + 0.269235058922828i
1.783,-0.956747511383674 + 0.269640210842959i
1.784,-0.956626420227189 + 0.270045368407981i
1.785,-0.956505121587309 + 0.270450532057331i
1.786,-0.956383615201862 + 0.270855702230686i
1.787,-0.956261900807257 + 0.271260879367967i
1.788,-0.956139978138481 + 0.271666063909333i
1.789,-0.95601784692909 + 0.272071256295201i
1.79,-0.955895506911209 + 0.272476456966229i
1.791,-0.955772957815527 + 0.272881666363335i
1.792,-0.955650199371291 + 0.273286884927691i
1.793,-0.955527231306303 + 0.27369211310073i
1.794,-0.955404053346916 + 0.274097351324147i
1.795,-0.95528066521803 + 0.274502600039902i
1.796,-0.955157066643085 + 0.274907859690225i
1.797,-0.95503325734406 + 0.275313130717619i
1.798,-0.954909237041467 + 0.275718413564857i
1.799,-0.954785005454346 + 0.276123708674993i
1.8,-0.95466056230026 + 0.276529016491365i
1.801,-0.954535907295295 + 0.276934337457587i
1.802,-0.954411040154048 + 0.277339672017567i
1.803,-0.95428596058963 + 0.277745020615498i
1.804,-0.954160668313655 + 0.278150383695869i
1.805,-0.954035163036241 + 0.278555761703463i
1.806,-0.953909444466001 + 0.278961155083363i
1.807,-0.953783512310039 + 0.279366564280955i
1.808,-0.953657366273949 + 0.279771989741928i
1.809,-0.953531006061805 + 0.28017743191228i
1.81,-0.953404431376159 + 0.280582891238322i
1.811,-0.953277641918037 + 0.280988368166676i
1.812,-0.953150637386933 + 0.281393863144283i
1.813,-0.953023417480801 + 0.281799376618405i
1.814,-0.952895981896058 + 0.282204909036629i
1.815,-0.95276833032757 + 0.282610460846865i
1.816,-0.952640462468655 + 0.283016032497357i
1.817,-0.952512378011072 + 0.283421624436677i
1.818,-0.952384076645018 + 0.283827237113739i
1.819,-0.952255558059124 + 0.28423287097779i
1.82,-0.95212682194045 + 0.284638526478425i
1.821,-0.951997867974477 + 0.28504420406558i
1.822,-0.951868695845105 + 0.28544990418954i
1.823,-0.951739305234647 + 0.285855627300946i
1.824,-0.951609695823822 + 0.286261373850789i
1.825,-0.951479867291752 + 0.286667144290421i
1.826,-0.951349819315956 + 0.287072939071551i
1.827,-0.951219551572343 + 0.28747875864626i
1.828,-0.951089063735211 + 0.287884603466987i
1.829,-0.950958355477235 + 0.28829047398655i
1.83,-0.950827426469468 + 0.288696370658137i
1.831,-0.950696276381331 + 0.289102293935312i
1.832,-0.950564904880612 + 0.289508244272022i
1.833,-0.950433311633455 + 0.289914222122595i
1.834,-0.950301496304357 + 0.290320227941748i
1.835,-0.950169458556165 + 0.290726262184588i
1.836,-0.950037198050066 + 0.291132325306611i
1.837,-0.949904714445585 + 0.291538417763714i
1.838,-0.949772007400574 + 0.291944540012192i
1.839,-0.949639076571214 + 0.292350692508743i
1.84,-0.949505921612002 + 0.29275687571047i
1.841,-0.949372542175751 + 0.293163090074886i
1.842,-0.949238937913577 + 0.293569336059917i
1.843,-0.949105108474901 + 0.293975614123906i
1.844,-0.94897105350744 + 0.294381924725611i
1.845,-0.948836772657196 + 0.294788268324216i
1.846,-0.948702265568459 + 0.295194645379332i
1.847,-0.948567531883795 + 0.295601056350995i
1.848,-0.94843257124404 + 0.296007501699675i
1.849,-0.948297383288297 + 0.296413981886278i
1.85,-0.948161967653928 + 0.296820497372149i
1.851,-0.948026323976546 + 0.297227048619075i
1.852,-0.947890451890013 + 0.297633636089287i
1.853,-0.947754351026429 + 0.298040260245468i
1.854,-0.94761802101613 + 0.29844692155075i
1.855,-0.947481461487679 + 0.298853620468724i
1.856,-0.947344672067859 + 0.299260357463438i
1.857,-0.947207652381671 + 0.299667132999402i
1.858,-0.947070402052321 + 0.30007394754159i
1.859,-0.946932920701218 + 0.30048080155545i
1.86,-0.946795207947968 + 0.300887695506899i
1.861,-0.946657263410363 + 0.30129462986233i
1.862,-0.946519086704379 + 0.301701605088617i
1.863,-0.946380677444166 + 0.302108621653113i
1.864,-0.946242035242044 + 0.302515680023661i
1.865,-0.946103159708493 + 0.302922780668591i
1.866,-0.945964050452149 + 0.303329924056729i
1.867,-0.945824707079799 + 0.303737110657392i
1.868,-0.945685129196367 + 0.304144340940401i
1.869,-0.945545316404915 + 0.304551615376079i
1.87,-0.945405268306628 + 0.304958934435257i
1.871,-0.945264984500816 + 0.305366298589275i
1.872,-0.9451244645849 + 0.305773708309985i
1.873,-0.944983708154408 + 0.306181164069758i
1.874,-0.944842714802967 + 0.306588666341486i
1.875,-0.944701484122296 + 0.306996215598584i
1.876,-0.944560015702198 + 0.307403812314995i
1.877,-0.944418309130555 + 0.307811456965194i
1.878,-0.944276363993316 + 0.308219150024188i
1.879,-0.944134179874497 + 0.308626891967526i
1.88,-0.943991756356166 + 0.309034683271295i
1.881,-0.943849093018439 + 0.30944252441213i
1.882,-0.943706189439475 + 0.309850415867212i
1.883,-0.943563045195462 + 0.310258358114276i
1.884,-0.943419659860617 + 0.310666351631616i
1.885,-0.943276033007171 + 0.311074396898079i
1.886,-0.943132164205367 + 0.311482494393081i
1.887,-0.942988053023448 + 0.3118906445966i
1.888,-0.942843699027655 + 0.312298847989187i
1.889,-0.942699101782213 + 0.312707105051968i
1.89,-0.942554260849323 + 0.313115416266644i
1.891,-0.942409175789163 + 0.313523782115497i
1.892,-0.942263846159867 + 0.313932203081395i
1.893,-0.942118271517527 + 0.314340679647796i
1.894,-0.941972451416183 + 0.314749212298745i
1.895,-0.941826385407809 + 0.315157801518889i
1.896,-0.941680073042313 + 0.315566447793469i
1.897,-0.941533513867523 + 0.315975151608334i
1.898,-0.941386707429182 + 0.316383913449936i
1.899,-0.941239653270936 + 0.316792733805338i
1.9,-0.941092350934331 + 0.317201613162217i
1.901,-0.940944799958799 + 0.317610552008872i
1.902,-0.940796999881653 + 0.318019550834216i
1.903,-0.940648950238078 + 0.318428610127794i
1.904,-0.94050065056112 + 0.318837730379778i
1.905,-0.940352100381683 + 0.319246912080972i
1.906,-0.940203299228512 + 0.319656155722817i
1.907,-0.940054246628192 + 0.320065461797393i
1.908,-0.939904942105134 + 0.320474830797427i
1.909,-0.939755385181569 + 0.320884263216291i
1.91,-0.939605575377539 + 0.321293759548012i
1.911,-0.939455512210885 + 0.32170332028727i
1.912,-0.939305195197242 + 0.322112945929402i
1.913,-0.939154623850028 + 0.322522636970414i
1.914,-0.939003797680434 + 0.322932393906974i
1.915,-0.938852716197416 + 0.323342217236425i
1.916,-0.938701378907687 + 0.323752107456777i
1.917,-0.938549785315702 + 0.324162065066731i
1.918,-0.938397934923659 + 0.324572090565658i
1.919,-0.938245827231478 + 0.324982184453622i
1.92,-0.938093461736801 + 0.325392347231375i
1.921,-0.937940837934974 + 0.325802579400363i
1.922,-0.937787955319046 + 0.326212881462732i
1.923,-0.937634813379753 + 0.326623253921327i
1.924,-0.93748141160551 + 0.327033697279699i
1.925,-0.937327749482402 + 0.327444212042112i
1.926,-0.937173826494175 + 0.32785479871354i
1.927,-0.937019642122224 + 0.328265457799675i
1.928,-0.936865195845583 + 0.328676189806933i
1.929,-0.936710487140917 + 0.329086995242453i
1.93,-0.936555515482511 + 0.329497874614106i
1.931,-0.936400280342258 + 0.329908828430492i
1.932,-0.936244781189653 + 0.330319857200954i
1.933,-0.936089017491778 + 0.330730961435574i
1.934,-0.935932988713293 + 0.331142141645178i
1.935,-0.935776694316431 + 0.331553398341344i
1.936,-0.935620133760979 + 0.331964732036401i
1.937,-0.935463306504271 + 0.332376143243441i
1.938,-0.935306212001181 + 0.33278763247631i
1.939,-0.935148849704106 + 0.333199200249626i
1.94,-0.934991219062961 + 0.333610847078775i
1.941,-0.934833319525163 + 0.334022573479916i
1.942,-0.934675150535627 + 0.334434379969987i
1.943,-0.934516711536744 + 0.334846267066708i
1.944,-0.934358001968385 + 0.335258235288586i
1.945,-0.934199021267876 + 0.335670285154915i
1.946,-0.934039768869996 + 0.33608241718579i
1.947,-0.933880244206959 + 0.336494631902098i
1.948,-0.933720446708409 + 0.336906929825534i
1.949,-0.933560375801406 + 0.337319311478597i
1.95,-0.933400030910413 + 0.337731777384599i
1.951,-0.933239411457285 + 0.338144328067666i
1.952,-0.933078516861263 + 0.338556964052745i
1.953,-0.932917346538952 + 0.338969685865606i
1.954,-0.93275589990432 + 0.339382494032847i
1.955,-0.932594176368678 + 0.3397953890819i
1.956,-0.932432175340673 + 0.340208371541032i
1.957,-0.932269896226275 + 0.34062144193935i
1.958,-0.932107338428762 + 0.341034600806811i
1.959,-0.931944501348714 + 0.341447848674212i
1.96,-0.931781384383995 + 0.341861186073213i
1.961,-0.931617986929745 + 0.342274613536329i
1.962,-0.931454308378363 + 0.342688131596936i
1.963,-0.931290348119501 + 0.343101740789276i
1.964,-0.931126105540045 + 0.343515441648466i
1.965,-0.930961580024107 + 0.343929234710494i
1.966,-0.930796770953012 + 0.34434312051223i
1.967,-0.930631677705282 + 0.344757099591426i
1.968,-0.930466299656627 + 0.345171172486727i
1.969,-0.93030063617993 + 0.345585339737665i
1.97,-0.930134686645234 + 0.345999601884673i
1.971,-0.929968450419733 + 0.346413959469083i
1.972,-0.92980192686775 + 0.346828413033137i
1.973,-0.929635115350735 + 0.347242963119983i
1.974,-0.929468015227243 + 0.347657610273686i
1.975,-0.929300625852925 + 0.348072355039232i
