Freq [GHz],S11 Log Mag(dB),S21 Log Mag(dB),S22 Log Mag(dB),S31 Log Mag(dB),S32 Log Mag(dB),S33 Log Mag(dB)
1.302,-13.27782848,-3.492737097,-14.42198373,-3.47395736,-8.406469154,-14.42741152
1.303,-13.28290655,-3.492578059,-14.42729978,-3.473937898,-8.410623805,-14.43146224
1.304,-13.28798853,-3.492419061,-14.43261138,-3.473918406,-8.414778095,-14.4355074
1.305,-13.29307442,-3.492260105,-14.43791852,-3.473898885,-8.418932026,-14.43954702
1.306,-13.29816422,-3.492101192,-14.44322119,-3.473879336,-8.423085603,-14.44358108
1.307,-13.30325794,-3.491942323,-14.44851936,-3.473859759,-8.427238828,-14.44760958
1.308,-13.30835556,-3.491783499,-14.45381305,-3.473840153,-8.431391706,-14.45163251
1.309,-13.31345709,-3.491624722,-14.45910222,-3.473820518,-8.435544239,-14.45564986
1.31,-13.31856254,-3.491465993,-14.46438688,-3.473800855,-8.439696431,-14.45966163
1.311,-13.3236719,-3.491307313,-14.469667,-3.473781164,-8.443848286,-14.46366782
1.312,-13.32878516,-3.491148683,-14.47494258,-3.473761444,-8.447999807,-14.46766842
1.313,-13.33390234,-3.490990104,-14.48021361,-3.473741697,-8.452150997,-14.47166342
1.314,-13.33902344,-3.490831578,-14.48548007,-3.473721921,-8.45630186,-14.47565282
1.315,-13.34414844,-3.490673106,-14.49074195,-3.473702117,-8.4604524,-14.47963661
1.316,-13.34927735,-3.490514689,-14.49599925,-3.473682285,-8.46460262,-14.48361479
1.317,-13.35441018,-3.490356328,-14.50125195,-3.473662426,-8.468752523,-14.48758736
1.318,-13.35954691,-3.490198025,-14.50650004,-3.473642539,-8.472902114,-14.4915543
1.319,-13.36468756,-3.49003978,-14.51174351,-3.473622624,-8.477051395,-14.49551562
1.32,-13.36983212,-3.489881596,-14.51698235,-3.473602682,-8.481200371,-14.49947131
1.321,-13.37498058,-3.489723473,-14.52221654,-3.473582712,-8.485349044,-14.50342137
1.322,-13.38013296,-3.489565412,-14.52744609,-3.473562715,-8.489497418,-14.50736578
1.323,-13.38528924,-3.489407415,-14.53267097,-3.473542691,-8.493645497,-14.51130456
1.324,-13.39044944,-3.489249483,-14.53789117,-3.47352264,-8.497793285,-14.51523768
1.325,-13.39561354,-3.489091617,-14.5431067,-3.473502563,-8.501940785,-14.51916516
1.326,-13.40078154,-3.488933818,-14.54831753,-3.473482458,-8.506088,-14.52308698
1.327,-13.40595346,-3.488776088,-14.55352365,-3.473462327,-8.510234935,-14.52700314
1.328,-13.41112928,-3.488618428,-14.55872506,-3.473442169,-8.514381592,-14.53091364
1.329,-13.41630901,-3.488460839,-14.56392174,-3.473421985,-8.518527975,-14.53481847
1.33,-13.42149264,-3.488303322,-14.56911369,-3.473401775,-8.522674089,-14.53871764
1.331,-13.42668017,-3.488145879,-14.57430089,-3.473381539,-8.526819936,-14.54261113
1.332,-13.4318716,-3.487988511,-14.57948334,-3.473361277,-8.530965521,-14.54649894
1.333,-13.43706694,-3.487831219,-14.58466102,-3.47334099,-8.535110846,-14.55038108
1.334,-13.44226618,-3.487674004,-14.58983392,-3.473320676,-8.539255916,-14.55425753
1.335,-13.44746932,-3.487516868,-14.59500204,-3.473300338,-8.543400734,-14.55812829
1.336,-13.45267635,-3.487359811,-14.60016537,-3.473279974,-8.547545304,-14.56199337
1.337,-13.45788728,-3.487202836,-14.60532388,-3.473259585,-8.551689629,-14.56585276
1.338,-13.46310211,-3.487045943,-14.61047759,-3.473239172,-8.555833714,-14.56970645
1.339,-13.46832083,-3.486889133,-14.61562647,-3.473218734,-8.559977561,-14.57355444
1.34,-13.47354345,-3.486732409,-14.62077051,-3.473198271,-8.564121175,-14.57739673
1.341,-13.47876995,-3.48657577,-14.62590971,-3.473177784,-8.568264559,-14.58123333
1.342,-13.48400035,-3.486419219,-14.63104406,-3.473157273,-8.572407717,-14.58506421
1.343,-13.48923463,-3.486262757,-14.63617355,-3.473136739,-8.576550652,-14.58888939
1.344,-13.4944728,-3.486106384,-14.64129816,-3.47311618,-8.580693369,-14.59270887
1.345,-13.49971486,-3.485950102,-14.64641789,-3.473095598,-8.58483587,-14.59652263
1.346,-13.5049608,-3.485793913,-14.65153273,-3.473074993,-8.588978161,-14.60033067
1.347,-13.51021062,-3.485637818,-14.65664267,-3.473054365,-8.593120243,-14.604133
1.348,-13.51546432,-3.485481817,-14.6617477,-3.473033714,-8.597262122,-14.60792962
1.349,-13.5207219,-3.485325913,-14.66684781,-3.473013041,-8.601403801,-14.61172051
1.35,-13.52598336,-3.485170106,-14.671943,-3.472992345,-8.605545283,-14.61550568
1.351,-13.53124869,-3.485014398,-14.67703324,-3.472971627,-8.609686573,-14.61928514
1.352,-13.53651789,-3.48485879,-14.68211854,-3.472950887,-8.613827674,-14.62305886
1.353,-13.54179096,-3.484703283,-14.68719889,-3.472930126,-8.61796859,-14.62682686
1.354,-13.54706789,-3.484547879,-14.69227427,-3.472909343,-8.622109324,-14.63058914
1.355,-13.55234869,-3.484392578,-14.69734467,-3.47288854,-8.626249881,-14.63434568
1.356,-13.55763336,-3.484237383,-14.7024101,-3.472867715,-8.630390264,-14.6380965
1.357,-13.56292188,-3.484082294,-14.70747053,-3.47284687,-8.634530477,-14.64184158
1.358,-13.56821427,-3.483927312,-14.71252596,-3.472826004,-8.638670524,-14.64558093
1.359,-13.5735105,-3.48377244,-14.71757638,-3.472805118,-8.642810408,-14.64931455
1.36,-13.57881059,-3.483617677,-14.72262178,-3.472784213,-8.646950134,-14.65304243
1.361,-13.58411453,-3.483463027,-14.72766216,-3.472763288,-8.651089704,-14.65676458
1.362,-13.58942232,-3.483308488,-14.7326975,-3.472742343,-8.655229124,-14.66048099
1.363,-13.59473395,-3.483154064,-14.7377278,-3.47272138,-8.659368397,-14.66419167
1.364,-13.60004942,-3.482999756,-14.74275304,-3.472700398,-8.663507526,-14.66789661
1.365,-13.60536873,-3.482845563,-14.74777322,-3.472679398,-8.667646516,-14.6715958
1.366,-13.61069188,-3.482691489,-14.75278833,-3.472658379,-8.671785369,-14.67528926
1.367,-13.61601886,-3.482537534,-14.75779836,-3.472637343,-8.675924091,-14.67897699
1.368,-13.62134966,-3.482383699,-14.7628033,-3.472616289,-8.680062685,-14.68265897
1.369,-13.62668429,-3.482229986,-14.76780314,-3.472595218,-8.684201155,-14.68633521
1.37,-13.63202275,-3.482076397,-14.77279788,-3.47257413,-8.688339505,-14.69000571
1.371,-13.63736502,-3.481922931,-14.7777875,-3.472553026,-8.692477737,-14.69367047
1.372,-13.64271111,-3.481769591,-14.782772,-3.472531905,-8.696615858,-14.69732948
1.373,-13.64806101,-3.481616378,-14.78775137,-3.472510769,-8.700753869,-14.70098276
1.374,-13.65341472,-3.481463293,-14.7927256,-3.472489616,-8.704891776,-14.7046303
1.375,-13.65877223,-3.481310338,-14.79769468,-3.472468449,-8.709029582,-14.70827209
1.376,-13.66413355,-3.481157513,-14.80265861,-3.472447266,-8.713167291,-14.71190814
1.377,-13.66949866,-3.481004821,-14.80761736,-3.472426069,-8.717304906,-14.71553846
1.378,-13.67486756,-3.480852261,-14.81257095,-3.472404858,-8.721442432,-14.71916303
1.379,-13.68024025,-3.480699837,-14.81751934,-3.472383633,-8.725579873,-14.72278186
1.38,-13.68561673,-3.480547548,-14.82246255,-3.472362394,-8.729717232,-14.72639495
1.381,-13.69099699,-3.480395397,-14.82740056,-3.472341142,-8.733854514,-14.7300023
1.382,-13.69638102,-3.480243384,-14.83233336,-3.472319877,-8.737991722,-14.73360391
1.383,-13.70176883,-3.480091512,-14.83726094,-3.472298599,-8.74212886,-14.73719978
1.384,-13.7071604,-3.47993978,-14.8421833,-3.47227731,-8.746265933,-14.74078991
1.385,-13.71255574,-3.479788191,-14.84710042,-3.472256008,-8.750402943,-14.7443743
1.386,-13.71795484,-3.479636745,-14.8520123,-3.472234696,-8.754539896,-14.74795296
1.387,-13.72335769,-3.479485445,-14.85691893,-3.472213372,-8.758676795,-14.75152588
1.388,-13.72876429,-3.479334291,-14.8618203,-3.472192037,-8.762813643,-14.75509306
1.389,-13.73417463,-3.479183284,-14.8667164,-3.472170693,-8.766950446,-14.7586545
1.39,-13.73958872,-3.479032427,-14.87160723,-3.472149338,-8.771087206,-14.76221021
1.391,-13.74500654,-3.47888172,-14.87649277,-3.472127974,-8.775223928,-14.76576019
1.392,-13.75042808,-3.478731164,-14.88137301,-3.472106601,-8.779360616,-14.76930444
1.393,-13.75585336,-3.478580762,-14.88624795,-3.47208522,-8.783497274,-14.77284295
1.394,-13.76128235,-3.478430513,-14.89111759,-3.47206383,-8.787633906,-14.77637573
1.395,-13.76671505,-3.47828042,-14.8959819,-3.472042432,-8.791770515,-14.77990278
1.396,-13.77215147,-3.478130484,-14.90084088,-3.472021027,-8.795907106,-14.7834241
1.397,-13.77759158,-3.477980707,-14.90569453,-3.471999614,-8.800043682,-14.78693969
1.398,-13.7830354,-3.477831088,-14.91054283,-3.471978195,-8.804180249,-14.79044955
1.399,-13.7884829,-3.47768163,-14.91538578,-3.47195677,-8.808316809,-14.79395369
1.4,-13.79393409,-3.477532335,-14.92022337,-3.471935339,-8.812453366,-14.79745211
1.401,-13.79938897,-3.477383202,-14.92505559,-3.471913903,-8.816589926,-14.8009448
1.402,-13.80484751,-3.477234235,-14.92988242,-3.471892462,-8.820726491,-14.80443177
1.403,-13.81030973,-3.477085433,-14.93470387,-3.471871016,-8.824863066,-14.80791302
1.404,-13.8157756,-3.476936799,-14.93951992,-3.471849567,-8.828999654,-14.81138854
1.405,-13.82124513,-3.476788334,-14.94433056,-3.471828114,-8.833136261,-14.81485835
1.406,-13.82671831,-3.476640038,-14.94913579,-3.471806658,-8.837272889,-14.81832245
1.407,-13.83219514,-3.476491914,-14.9539356,-3.471785199,-8.841409543,-14.82178083
1.408,-13.8376756,-3.476343962,-14.95872997,-3.471763738,-8.845546227,-14.82523349
1.409,-13.84315969,-3.476196184,-14.96351891,-3.471742275,-8.849682945,-14.82868044
1.41,-13.8486474,-3.476048581,-14.96830239,-3.471720811,-8.8538197,-14.83212168
1.411,-13.85413873,-3.475901155,-14.97308042,-3.471699346,-8.857956498,-14.83555721
1.412,-13.85963367,-3.475753907,-14.97785297,-3.47167788,-8.862093342,-14.83898704
1.413,-13.86513222,-3.475606838,-14.98262005,-3.471656415,-8.866230236,-14.84241116
1.414,-13.87063435,-3.47545995,-14.98738165,-3.471634951,-8.870367184,-14.84582957
1.415,-13.87614008,-3.475313243,-14.99213775,-3.471613487,-8.874504191,-14.84924228
1.416,-13.88164939,-3.475166719,-14.99688835,-3.471592026,-8.878641259,-14.85264929
1.417,-13.88716227,-3.47502038,-15.00163343,-3.471570566,-8.882778394,-14.8560506
1.418,-13.89267872,-3.474874227,-15.00637299,-3.471549109,-8.8869156,-14.85944621
1.419,-13.89819872,-3.474728261,-15.01110702,-3.471527655,-8.89105288,-14.86283613
1.42,-13.90372228,-3.474582483,-15.01583552,-3.471506205,-8.895190239,-14.86622035
1.421,-13.90924938,-3.474436895,-15.02055846,-3.471484758,-8.899327681,-14.86959888
1.422,-13.91478002,-3.474291498,-15.02527584,-3.471463317,-8.903465209,-14.87297172
1.423,-13.92031418,-3.474146294,-15.02998766,-3.47144188,-8.907602828,-14.87633887
1.424,-13.92585186,-3.474001283,-15.0346939,-3.471420449,-8.911740543,-14.87970034
1.425,-13.93139306,-3.473856468,-15.03939455,-3.471399024,-8.915878356,-14.88305612
1.426,-13.93693775,-3.473711848,-15.04408961,-3.471377606,-8.920016273,-14.88640621
1.427,-13.94248594,-3.473567427,-15.04877906,-3.471356196,-8.924154297,-14.88975063
1.428,-13.94803762,-3.473423204,-15.05346289,-3.471334793,-8.928292433,-14.89308936
1.429,-13.95359277,-3.473279182,-15.0581411,-3.471313398,-8.932430684,-14.89642242
1.43,-13.9591514,-3.473135362,-15.06281368,-3.471292012,-8.936569055,-14.8997498
1.431,-13.96471348,-3.472991744,-15.06748061,-3.471270635,-8.94070755,-14.90307151
1.432,-13.97027901,-3.472848331,-15.07214189,-3.471249269,-8.944846172,-14.90638755
1.433,-13.97584799,-3.472705123,-15.07679751,-3.471227912,-8.948984927,-14.90969791
1.434,-13.98142039,-3.472562123,-15.08144745,-3.471206567,-8.953123818,-14.91300261
1.435,-13.98699622,-3.472419331,-15.08609171,-3.471185234,-8.957262849,-14.91630164
1.436,-13.99257547,-3.472276748,-15.09073027,-3.471163912,-8.961402025,-14.91959501
1.437,-13.99815811,-3.472134377,-15.09536314,-3.471142604,-8.96554135,-14.92288272
1.438,-14.00374416,-3.471992218,-15.09999029,-3.471121308,-8.969680827,-14.92616476
1.439,-14.00933358,-3.471850272,-15.10461171,-3.471100027,-8.973820462,-14.92944115
1.44,-14.01492639,-3.471708542,-15.1092274,-3.47107876,-8.977960257,-14.93271188
1.441,-14.02052256,-3.471567027,-15.11383735,-3.471057508,-8.982100218,-14.93597695
1.442,-14.02612208,-3.471425731,-15.11844154,-3.471036271,-8.986240348,-14.93923638
1.443,-14.03172495,-3.471284653,-15.12303997,-3.471015051,-8.990380652,-14.94249015
1.444,-14.03733115,-3.471143796,-15.12763263,-3.470993848,-8.994521134,-14.94573828
1.445,-14.04294068,-3.47100316,-15.13221949,-3.470972662,-8.998661798,-14.94898075
1.446,-14.04855352,-3.470862747,-15.13680057,-3.470951493,-9.002802647,-14.95221758
1.447,-14.05416966,-3.470722558,-15.14137583,-3.470930344,-9.006943688,-14.95544877
1.448,-14.05978909,-3.470582595,-15.14594528,-3.470909214,-9.011084922,-14.95867432
1.449,-14.06541181,-3.470442859,-15.15050889,-3.470888103,-9.015226355,-14.96189423
1.45,-14.0710378,-3.470303352,-15.15506667,-3.470867013,-9.019367992,-14.9651085
1.451,-14.07666704,-3.470164074,-15.1596186,-3.470845944,-9.023509835,-14.96831714
1.452,-14.08229953,-3.470025026,-15.16416466,-3.470824896,-9.027651889,-14.97152014
1.453,-14.08793526,-3.469886212,-15.16870486,-3.470803871,-9.031794159,-14.97471751
1.454,-14.09357422,-3.46974763,-15.17323917,-3.470782869,-9.035936649,-14.97790924
1.455,-14.09921638,-3.469609284,-15.17776758,-3.47076189,-9.040079362,-14.98109536
1.456,-14.10486175,-3.469471174,-15.18229009,-3.470740935,-9.044222304,-14.98427584
1.457,-14.11051031,-3.469333301,-15.18680668,-3.470720006,-9.048365477,-14.9874507
1.458,-14.11616205,-3.469195668,-15.19131733,-3.470699101,-9.052508887,-14.99061993
1.459,-14.12181695,-3.469058274,-15.19582205,-3.470678223,-9.056652538,-14.99378354
1.46,-14.127475,-3.468921122,-15.20032082,-3.470657371,-9.060796434,-14.99694154
1.461,-14.13313619,-3.468784214,-15.20481361,-3.470636547,-9.064940579,-15.00009391
1.462,-14.13880051,-3.468647549,-15.20930044,-3.470615751,-9.069084977,-15.00324067
1.463,-14.14446795,-3.46851113,-15.21378127,-3.470594983,-9.073229633,-15.00638181
1.464,-14.15013849,-3.468374958,-15.2182561,-3.470574245,-9.07737455,-15.00951734
1.465,-14.15581212,-3.468239034,-15.22272492,-3.470553537,-9.081519734,-15.01264725
1.466,-14.16148882,-3.46810336,-15.22718771,-3.470532859,-9.085665188,-15.01577156
1.467,-14.16716859,-3.467967936,-15.23164447,-3.470512213,-9.089810916,-15.01889025
1.468,-14.1728514,-3.467832765,-15.23609518,-3.470491599,-9.093956923,-15.02200334
1.469,-14.17853726,-3.467697847,-15.24053982,-3.470471017,-9.098103213,-15.02511082
1.47,-14.18422613,-3.467563185,-15.24497838,-3.470450469,-9.10224979,-15.02821269
1.471,-14.18991802,-3.467428778,-15.24941086,-3.470429955,-9.106396659,-15.03130896
1.472,-14.1956129,-3.467294629,-15.25383724,-3.470409476,-9.110543823,-15.03439963
1.473,-14.20131076,-3.467160739,-15.2582575,-3.470389032,-9.114691287,-15.03748469
1.474,-14.20701159,-3.467027109,-15.26267164,-3.470368625,-9.118839055,-15.04056415
1.475,-14.21271536,-3.466893741,-15.26707963,-3.470348254,-9.122987132,-15.04363802
1.476,-14.21842208,-3.466760635,-15.27148147,-3.47032792,-9.127135522,-15.04670628
1.477,-14.22413172,-3.466627794,-15.27587714,-3.470307625,-9.131284228,-15.04976895
1.478,-14.22984427,-3.466495218,-15.28026664,-3.470287369,-9.135433256,-15.05282602
1.479,-14.23555971,-3.466362909,-15.28464993,-3.470267153,-9.139582609,-15.0558775
1.48,-14.24127803,-3.466230869,-15.28902702,-3.470246976,-9.143732291,-15.05892338
1.481,-14.24699922,-3.466099097,-15.29339789,-3.470226841,-9.147882308,-15.06196366
1.482,-14.25272325,-3.465967597,-15.29776252,-3.470206748,-9.152032663,-15.06499836
1.483,-14.25845011,-3.465836369,-15.3021209,-3.470186697,-9.15618336,-15.06802746
1.484,-14.26417979,-3.465705414,-15.30647302,-3.47016669,-9.160334405,-15.07105096
1.485,-14.26991228,-3.465574734,-15.31081886,-3.470146726,-9.1644858,-15.07406888
1.486,-14.27564754,-3.46544433,-15.3151584,-3.470126808,-9.168637551,-15.0770812
1.487,-14.28138558,-3.465314204,-15.31949164,-3.470106934,-9.172789661,-15.08008794
1.488,-14.28712637,-3.465184357,-15.32381855,-3.470087107,-9.176942135,-15.08308908
1.489,-14.2928699,-3.465054789,-15.32813913,-3.470067327,-9.181094977,-15.08608463
1.49,-14.29861614,-3.464925503,-15.33245335,-3.470047594,-9.185248192,-15.0890746
1.491,-14.30436509,-3.4647965,-15.33676121,-3.47002791,-9.189401783,-15.09205897
1.492,-14.31011673,-3.464667781,-15.34106268,-3.470008275,-9.193555756,-15.09503776
1.493,-14.31587103,-3.464539348,-15.34535776,-3.46998869,-9.197710114,-15.09801095
1.494,-14.32162799,-3.464411201,-15.34964642,-3.469969156,-9.201864861,-15.10097856
1.495,-14.32738758,-3.464283342,-15.35392866,-3.469949673,-9.206020002,-15.10394057
1.496,-14.33314979,-3.464155773,-15.35820445,-3.469930242,-9.210175542,-15.106897
1.497,-14.3389146,-3.464028494,-15.36247378,-3.469910864,-9.214331483,-15.10984783
1.498,-14.34468199,-3.463901507,-15.36673663,-3.46989154,-9.218487832,-15.11279307
1.499,-14.35045195,-3.463774814,-15.37099299,-3.469872271,-9.222644592,-15.11573273
1.5,-14.35622445,-3.463648415,-15.37524284,-3.469853057,-9.226801767,-15.11866679
1.501,-14.36199948,-3.463522313,-15.37948616,-3.469833898,-9.230959361,-15.12159526
1.502,-14.36777702,-3.463396507,-15.38372295,-3.469814797,-9.23511738,-15.12451813
1.503,-14.37355705,-3.463271001,-15.38795317,-3.469795753,-9.239275827,-15.12743541
1.504,-14.37933955,-3.463145794,-15.39217682,-3.469776768,-9.243434706,-15.1303471
1.505,-14.3851245,-3.463020888,-15.39639388,-3.469757842,-9.247594023,-15.13325319
1.506,-14.39091189,-3.462896285,-15.40060433,-3.469738976,-9.25175378,-15.13615369
1.507,-14.3967017,-3.462771986,-15.40480815,-3.469720171,-9.255913983,-15.13904859
1.508,-14.4024939,-3.462647993,-15.40900533,-3.469701427,-9.260074636,-15.14193788
1.509,-14.40828847,-3.462524305,-15.41319585,-3.469682746,-9.264235743,-15.14482158
1.51,-14.4140854,-3.462400926,-15.41737969,-3.469664128,-9.268397308,-15.14769968
1.511,-14.41988467,-3.462277856,-15.42155683,-3.469645574,-9.272559336,-15.15057217
1.512,-14.42568625,-3.462155096,-15.42572725,-3.469627084,-9.276721831,-15.15343906
1.513,-14.43149013,-3.462032648,-15.42989095,-3.469608661,-9.280884797,-15.15630034
1.514,-14.43729629,-3.461910513,-15.43404789,-3.469590303,-9.285048239,-15.15915601
1.515,-14.4431047,-3.461788693,-15.43819806,-3.469572013,-9.289212161,-15.16200607
1.516,-14.44891534,-3.461667188,-15.44234145,-3.469553792,-9.293376568,-15.16485051
1.517,-14.4547282,-3.461546001,-15.44647802,-3.469535639,-9.297541462,-15.16768935
1.518,-14.46054324,-3.461425131,-15.45060777,-3.469517555,-9.30170685,-15.17052256
1.519,-14.46636046,-3.461304582,-15.45473068,-3.469499543,-9.305872735,-15.17335016
1.52,-14.47217983,-3.461184353,-15.45884672,-3.469481601,-9.310039122,-15.17617213
1.521,-14.47800133,-3.461064446,-15.46295588,-3.469463732,-9.314206015,-15.17898848
1.522,-14.48382493,-3.460944864,-15.46705814,-3.469445936,-9.318373418,-15.1817992
1.523,-14.48965062,-3.460825606,-15.47115347,-3.469428214,-9.322541335,-15.18460429
1.524,-14.49547836,-3.460706674,-15.47524186,-3.469410567,-9.326709771,-15.18740374
1.525,-14.50130815,-3.460588069,-15.47932329,-3.469392995,-9.330878731,-15.19019756
1.526,-14.50713995,-3.460469794,-15.48339774,-3.4693755,-9.335048218,-15.19298574
1.527,-14.51297375,-3.460351849,-15.48746518,-3.469358082,-9.339218237,-15.19576828
1.528,-14.51880952,-3.460234235,-15.4915256,-3.469340742,-9.343388792,-15.19854517
1.529,-14.52464723,-3.460116953,-15.49557898,-3.469323481,-9.347559888,-15.20131641
1.53,-14.53048687,-3.460000006,-15.49962529,-3.4693063,-9.351731528,-15.20408199
1.531,-14.53632841,-3.459883394,-15.50366451,-3.4692892,-9.355903718,-15.20684191
1.532,-14.54217183,-3.459767119,-15.50769663,-3.469272181,-9.360076462,-15.20959618
1.533,-14.54801711,-3.459651181,-15.51172162,-3.469255245,-9.364249763,-15.21234477
1.534,-14.55386421,-3.459535583,-15.51573946,-3.469238392,-9.368423626,-15.2150877
1.535,-14.55971312,-3.459420325,-15.51975013,-3.469221623,-9.372598056,-15.21782495
1.536,-14.56556381,-3.459305409,-15.52375361,-3.46920494,-9.376773057,-15.22055652
1.537,-14.57141625,-3.459190836,-15.52774987,-3.469188342,-9.380948633,-15.2232824
1.538,-14.57727043,-3.459076607,-15.5317389,-3.469171831,-9.385124788,-15.2260026
1.539,-14.58312631,-3.458962724,-15.53572066,-3.469155408,-9.389301527,-15.2287171
