Freq [GHz],S11 Phase(deg),S21 Phase(deg),S22 Phase(deg),S31 Phase(deg),S32 Phase(deg),S33 Phase(deg)
3.502,-130.3010365,-152.7372293,-11.13919682,-152.7985134,66.73443039,-13.62718616
3.503,-130.4353736,-152.8856792,-11.26465026,-152.9469363,66.54060708,-13.75591383
3.504,-130.5697291,-153.0341337,-11.3900677,-153.0953636,66.34670066,-13.88460397
3.505,-130.7041029,-153.1825929,-11.51544906,-153.2437955,66.15271058,-14.0132565
3.506,-130.8384951,-153.3310567,-11.64079428,-153.3922319,65.95863629,-14.14187134
3.507,-130.9729056,-153.4795252,-11.76610327,-153.5406728,65.76447725,-14.2704484
3.508,-131.1073344,-153.6279983,-11.89137597,-153.6891183,65.57023291,-14.3989876
3.509,-131.2417816,-153.7764761,-12.01661229,-153.8375684,65.37590269,-14.52748886
3.51,-131.376247,-153.9249586,-12.14181217,-153.9860229,65.18148605,-14.65595209
3.511,-131.5107306,-154.0734458,-12.26697553,-154.1344821,64.9869824,-14.78437721
3.512,-131.6452326,-154.2219376,-12.39210229,-154.2829457,64.79239118,-14.91276414
3.513,-131.7797527,-154.3704341,-12.51719238,-154.431414,64.5977118,-15.04111279
3.514,-131.9142911,-154.5189353,-12.64224572,-154.5798868,64.40294369,-15.16942307
3.515,-132.0488477,-154.6674411,-12.76726224,-154.7283642,64.20808625,-15.2976949
3.516,-132.1834225,-154.8159517,-12.89224186,-154.8768461,64.01313888,-15.42592819
3.517,-132.3180155,-154.964467,-13.0171845,-155.0253326,63.81810099,-15.55412287
3.518,-132.4526267,-155.1129869,-13.1420901,-155.1738237,63.62297197,-15.68227884
3.519,-132.5872561,-155.2615116,-13.26695856,-155.3223194,63.42775122,-15.81039601
3.52,-132.7219036,-155.4100409,-13.39178982,-155.4708197,63.2324381,-15.93847431
3.521,-132.8565692,-155.558575,-13.5165838,-155.6193246,63.03703201,-16.06651364
3.522,-132.991253,-155.7071138,-13.64134041,-155.767834,62.84153232,-16.19451392
3.523,-133.125955,-155.8556573,-13.76605959,-155.9163481,62.64593838,-16.32247505
3.524,-133.260675,-156.0042055,-13.89074125,-156.0648668,62.45024957,-16.45039696
3.525,-133.3954131,-156.1527584,-14.01538531,-156.21339,62.25446524,-16.57827956
3.526,-133.5301694,-156.3013161,-14.1399917,-156.3619179,62.05858474,-16.70612275
3.527,-133.6649437,-156.4498785,-14.26456034,-156.5104504,61.8626074,-16.83392645
3.528,-133.7997361,-156.5984456,-14.38909115,-156.6589876,61.66653258,-16.96169057
3.529,-133.9345466,-156.7470174,-14.51358405,-156.8075293,61.4703596,-17.08941503
3.53,-134.0693752,-156.895594,-14.63803896,-156.9560757,61.27408779,-17.21709972
3.531,-134.2042218,-157.0441753,-14.7624558,-157.1046267,61.07771646,-17.34474457
3.532,-134.3390865,-157.1927614,-14.88683448,-157.2531824,60.88124493,-17.47234949
3.533,-134.4739692,-157.3413522,-15.01117494,-157.4017426,60.68467251,-17.59991437
3.534,-134.60887,-157.4899477,-15.13547709,-157.5503076,60.4879985,-17.72743914
3.535,-134.7437888,-157.638548,-15.25974084,-157.6988771,60.29122219,-17.85492371
3.536,-134.8787256,-157.7871531,-15.38396613,-157.8474514,60.09434286,-17.98236798
3.537,-135.0136805,-157.9357629,-15.50815285,-157.9960302,59.8973598,-18.10977186
3.538,-135.1486533,-158.0843775,-15.63230095,-158.1446138,59.70027229,-18.23713526
3.539,-135.2836442,-158.2329968,-15.75641032,-158.293202,59.50307959,-18.36445809
3.54,-135.4186531,-158.3816209,-15.8804809,-158.4417948,59.30578096,-18.49174025
3.541,-135.55368,-158.5302498,-16.00451259,-158.5903923,59.10837565,-18.61898167
3.542,-135.688725,-158.6788835,-16.12850532,-158.7389945,58.91086291,-18.74618223
3.543,-135.8237879,-158.8275219,-16.252459,-158.8876014,58.71324198,-18.87334186
3.544,-135.9588688,-158.9761651,-16.37637355,-159.036213,58.5155121,-19.00046045
3.545,-136.0939677,-159.1248131,-16.50024888,-159.1848292,58.31767248,-19.12753792
3.546,-136.2290846,-159.2734659,-16.62408492,-159.3334501,58.11972234,-19.25457417
3.547,-136.3642196,-159.4221234,-16.74788157,-159.4820757,57.9216609,-19.38156911
3.548,-136.4993725,-159.5707858,-16.87163876,-159.630706,57.72348736,-19.50852264
3.549,-136.6345434,-159.7194529,-16.99535639,-159.779341,57.52520091,-19.63543467
3.55,-136.7697323,-159.8681249,-17.11903439,-159.9279807,57.32680073,-19.76230511
3.551,-136.9049392,-160.0168016,-17.24267267,-160.0766251,57.12828602,-19.88913385
3.552,-137.040164,-160.1654831,-17.36627114,-160.2252742,56.92965594,-20.01592081
3.553,-137.1754069,-160.3141695,-17.48982972,-160.373928,56.73090964,-20.14266589
3.554,-137.3106678,-160.4628606,-17.61334832,-160.5225866,56.5320463,-20.26936899
3.555,-137.4459467,-160.6115565,-17.73682686,-160.6712498,56.33306506,-20.39603002
3.556,-137.5812436,-160.7602573,-17.86026525,-160.8199178,56.13396504,-20.52264888
3.557,-137.7165584,-160.9089629,-17.9836634,-160.9685904,55.9347454,-20.64922548
3.558,-137.8518913,-161.0576733,-18.10702122,-161.1172678,55.73540524,-20.77575971
3.559,-137.9872422,-161.2063885,-18.23033863,-161.26595,55.53594368,-20.90225148
3.56,-138.1226111,-161.3551085,-18.35361555,-161.4146369,55.33635982,-21.02870069
3.561,-138.257998,-161.5038334,-18.47685187,-161.5633285,55.13665277,-21.15510725
3.562,-138.393403,-161.652563,-18.60004752,-161.7120248,54.9368216,-21.28147106
3.563,-138.5288259,-161.8012975,-18.72320241,-161.8607259,54.7368654,-21.40779201
3.564,-138.6642669,-161.9500369,-18.84631644,-162.0094317,54.53678323,-21.53407002
3.565,-138.799726,-162.0987811,-18.96938954,-162.1581423,54.33657416,-21.66030497
3.566,-138.935203,-162.2475301,-19.0924216,-162.3068576,54.13623723,-21.78649677
3.567,-139.0706981,-162.3962839,-19.21541254,-162.4555777,53.93577149,-21.91264533
3.568,-139.2062113,-162.5450426,-19.33836227,-162.6043025,53.73517596,-22.03875054
3.569,-139.3417425,-162.6938061,-19.4612707,-162.7530321,53.53444967,-22.1648123
3.57,-139.4772918,-162.8425745,-19.58413774,-162.9017665,53.33359162,-22.2908305
3.571,-139.6128592,-162.9913477,-19.7069633,-163.0505056,53.13260083,-22.41680506
3.572,-139.7484446,-163.1401258,-19.82974728,-163.1992495,52.93147627,-22.54273587
3.573,-139.8840482,-163.2889087,-19.95248961,-163.3479982,52.73021694,-22.66862282
3.574,-140.0196698,-163.4376965,-20.07519017,-163.4967517,52.5288218,-22.79446582
3.575,-140.1553096,-163.5864891,-20.19784889,-163.6455099,52.32728981,-22.92026476
3.576,-140.2909675,-163.7352866,-20.32046567,-163.7942729,52.12561993,-23.04601955
3.577,-140.4266435,-163.884089,-20.44304042,-163.9430407,51.92381109,-23.17173007
3.578,-140.5623376,-164.0328962,-20.56557304,-164.0918132,51.72186221,-23.29739622
3.579,-140.6980499,-164.1817083,-20.68806345,-164.2405906,51.51977223,-23.42301791
3.58,-140.8337804,-164.3305253,-20.81051154,-164.3893728,51.31754003,-23.54859502
3.581,-140.969529,-164.4793471,-20.93291723,-164.5381597,51.11516452,-23.67412746
3.582,-141.1052958,-164.6281738,-21.05528042,-164.6869515,50.91264458,-23.79961511
3.583,-141.2410808,-164.7770054,-21.17760102,-164.835748,50.70997909,-23.92505789
3.584,-141.376884,-164.9258418,-21.29987893,-164.9845494,50.50716689,-24.05045567
3.585,-141.5127055,-165.0746831,-21.42211406,-165.1333555,50.30420684,-24.17580835
3.586,-141.6485451,-165.2235293,-21.54430631,-165.2821665,50.10109777,-24.30111583
3.587,-141.7844031,-165.3723804,-21.66645559,-165.4309823,49.89783852,-24.42637801
3.588,-141.9202793,-165.5212364,-21.7885618,-165.5798029,49.69442788,-24.55159477
3.589,-142.0561737,-165.6700972,-21.91062485,-165.7286283,49.49086466,-24.67676601
3.59,-142.1920865,-165.818963,-22.03264464,-165.8774585,49.28714764,-24.80189163
3.591,-142.3280176,-165.9678336,-22.15462106,-166.0262936,49.08327559,-24.92697151
3.592,-142.463967,-166.1167091,-22.27655404,-166.1751334,48.87924728,-25.05200555
3.593,-142.5999347,-166.2655896,-22.39844346,-166.3239782,48.67506146,-25.17699363
3.594,-142.7359208,-166.4144749,-22.52028924,-166.4728277,48.47071684,-25.30193566
3.595,-142.8719253,-166.5633651,-22.64209127,-166.6216821,48.26621217,-25.42683153
3.596,-143.0079482,-166.7122602,-22.76384945,-166.7705413,48.06154613,-25.55168111
3.597,-143.1439894,-166.8611602,-22.88556369,-166.9194053,47.85671743,-25.67648432
3.598,-143.2800491,-167.0100651,-23.00723389,-167.0682742,47.65172473,-25.80124103
3.599,-143.4161273,-167.158975,-23.12885995,-167.2171479,47.44656672,-25.92595113
3.6,-143.5522239,-167.3078897,-23.25044176,-167.3660265,47.24124202,-26.05061452
3.601,-143.688339,-167.4568093,-23.37197924,-167.5149099,47.03574928,-26.17523108
3.602,-143.8244727,-167.6057339,-23.49347228,-167.6637981,46.83008712,-26.29980071
3.603,-143.9606248,-167.7546633,-23.61492078,-167.8126913,46.62425414,-26.42432329
3.604,-144.0967955,-167.9035977,-23.73632464,-167.9615892,46.41824893,-26.54879871
3.605,-144.2329848,-168.052537,-23.85768376,-168.1104921,46.21207006,-26.67322686
3.606,-144.3691926,-168.2014812,-23.97899803,-168.2593998,46.00571609,-26.79760763
3.607,-144.5054191,-168.3504303,-24.10026736,-168.4083123,45.79918557,-26.92194091
3.608,-144.6416642,-168.4993844,-24.22149165,-168.5572297,45.59247702,-27.04622657
3.609,-144.7779279,-168.6483433,-24.34267078,-168.706152,45.38558894,-27.17046451
3.61,-144.9142104,-168.7973072,-24.46380467,-168.8550792,45.17851984,-27.29465462
3.611,-145.0505115,-168.946276,-24.58489321,-169.0040112,44.97126818,-27.41879678
3.612,-145.1868314,-169.0952498,-24.70593628,-169.1529481,44.76383242,-27.54289087
3.613,-145.32317,-169.2442284,-24.8269338,-169.3018898,44.55621101,-27.66693679
3.614,-145.4595274,-169.393212,-24.94788566,-169.4508365,44.34840238,-27.79093442
3.615,-145.5959036,-169.5422006,-25.06879175,-169.599788,44.14040492,-27.91488363
3.616,-145.7322987,-169.691194,-25.18965197,-169.7487444,43.93221702,-28.03878432
3.617,-145.8687126,-169.8401924,-25.31046622,-169.8977057,43.72383706,-28.16263638
3.618,-146.0051453,-169.9891957,-25.43123438,-170.0466719,43.51526338,-28.28643967
3.619,-146.141597,-170.138204,-25.55195636,-170.195643,43.30649432,-28.41019409
3.62,-146.2780676,-170.2872172,-25.67263205,-170.3446189,43.0975282,-28.53389953
3.621,-146.4145572,-170.4362354,-25.79326134,-170.4935998,42.8883633,-28.65755585
3.622,-146.5510658,-170.5852584,-25.91384413,-170.6425855,42.67899789,-28.78116295
3.623,-146.6875934,-170.7342865,-26.0343803,-170.7915762,42.46943025,-28.90472071
3.624,-146.82414,-170.8833194,-26.15486977,-170.9405717,42.25965858,-29.02822901
3.625,-146.9607057,-171.0323574,-26.27531241,-171.0895722,42.04968113,-29.15168773
3.626,-147.0972906,-171.1814002,-26.39570812,-171.2385775,41.83949606,-29.27509674
3.627,-147.2338945,-171.330448,-26.51605679,-171.3875878,41.62910157,-29.39845594
3.628,-147.3705177,-171.4795008,-26.63635832,-171.5366029,41.41849579,-29.5217652
3.629,-147.50716,-171.6285585,-26.75661259,-171.685623,41.20767685,-29.64502441
3.63,-147.6438216,-171.7776212,-26.8768195,-171.834648,40.99664287,-29.76823343
3.631,-147.7805024,-171.9266888,-26.99697893,-171.9836779,40.78539193,-29.89139215
3.632,-147.9172026,-172.0757613,-27.11709079,-172.1327127,40.57392209,-30.01450046
3.633,-148.053922,-172.2248389,-27.23715496,-172.2817524,40.36223138,-30.13755822
3.634,-148.1906609,-172.3739213,-27.35717132,-172.430797,40.15031783,-30.26056531
3.635,-148.3274191,-172.5230088,-27.47713978,-172.5798466,39.93817943,-30.38352162
3.636,-148.4641968,-172.6721012,-27.59706021,-172.7289011,39.72581414,-30.50642702
3.637,-148.6009939,-172.8211985,-27.71693251,-172.8779605,39.51321991,-30.62928139
3.638,-148.7378105,-172.9703008,-27.83675657,-173.0270248,39.30039465,-30.7520846
3.639,-148.8746467,-173.1194081,-27.95653228,-173.1760941,39.08733627,-30.87483654
3.64,-149.0115024,-173.2685203,-28.07625952,-173.3251683,38.87404262,-30.99753707
3.641,-149.1483778,-173.4176375,-28.19593818,-173.4742474,38.66051156,-31.12018607
3.642,-149.2852728,-173.5667597,-28.31556815,-173.6233315,38.44674089,-31.24278343
3.643,-149.4221875,-173.7158869,-28.43514932,-173.7724205,38.23272841,-31.365329
3.644,-149.5591219,-173.865019,-28.55468157,-173.9215144,38.01847188,-31.48782267
3.645,-149.6960761,-174.014156,-28.67416479,-174.0706133,37.80396904,-31.61026432
3.646,-149.83305,-174.1632981,-28.79359887,-174.2197171,37.58921759,-31.73265381
3.647,-149.9700438,-174.3124451,-28.9129837,-174.3688258,37.37421521,-31.85499102
3.648,-150.1070575,-174.4615971,-29.03231915,-174.5179395,37.15895956,-31.97727582
3.649,-150.2440911,-174.610754,-29.15160511,-174.6670581,36.94344825,-32.09950809
3.65,-150.3811447,-174.7599159,-29.27084148,-174.8161817,36.72767887,-32.2216877
3.651,-150.5182182,-174.9090828,-29.39002813,-174.9653103,36.511649,-32.34381452
3.652,-150.6553118,-175.0582547,-29.50916495,-175.1144437,36.29535615,-32.46588842
3.653,-150.7924255,-175.2074316,-29.62825182,-175.2635822,36.07879783,-32.58790927
3.654,-150.9295593,-175.3566134,-29.74728863,-175.4127256,35.86197151,-32.70987695
3.655,-151.0667133,-175.5058002,-29.86627526,-175.5618739,35.64487463,-32.83179132
3.656,-151.2038874,-175.654992,-29.98521159,-175.7110272,35.42750459,-32.95365226
3.657,-151.3410819,-175.8041887,-30.10409751,-175.8601855,35.20985876,-33.07545963
3.658,-151.4782966,-175.9533905,-30.22293291,-176.0093487,34.99193448,-33.19721331
3.659,-151.6155317,-176.1025972,-30.34171765,-176.1585169,34.77372906,-33.31891317
3.66,-151.7527871,-176.2518089,-30.46045162,-176.30769,34.55523976,-33.44055907
3.661,-151.890063,-176.4010256,-30.57913472,-176.4568681,34.33646382,-33.56215088
3.662,-152.0273594,-176.5502473,-30.6977668,-176.6060512,34.11739844,-33.68368847
3.663,-152.1646763,-176.6994739,-30.81634777,-176.7552392,33.89804079,-33.80517171
3.664,-152.3020137,-176.8487056,-30.9348775,-176.9044322,33.67838798,-33.92660047
3.665,-152.4393718,-176.9979422,-31.05335586,-177.0536302,33.45843711,-34.04797461
3.666,-152.5767505,-177.1471838,-31.17178275,-177.2028331,33.23818523,-34.169294
3.667,-152.71415,-177.2964304,-31.29015804,-177.352041,33.01762935,-34.2905585
3.668,-152.8515702,-177.445682,-31.4084816,-177.5012539,32.79676645,-34.41176799
3.669,-152.9890113,-177.5949386,-31.52675332,-177.6504718,32.57559346,-34.53292233
3.67,-153.1264731,-177.7442001,-31.64497308,-177.7996946,32.35410727,-34.65402138
3.671,-153.263956,-177.8934667,-31.76314076,-177.9489224,32.13230474,-34.77506502
3.672,-153.4014597,-178.0427382,-31.88125623,-178.0981552,31.91018267,-34.89605309
3.673,-153.5389845,-178.1920147,-31.99931938,-178.247393,31.68773785,-35.01698548
3.674,-153.6765304,-178.3412963,-32.11733007,-178.3966358,31.46496698,-35.13786204
3.675,-153.8140973,-178.4905828,-32.2352882,-178.5458835,31.24186675,-35.25868263
3.676,-153.9516854,-178.6398743,-32.35319362,-178.6951362,31.0184338,-35.37944712
3.677,-154.0892948,-178.7891708,-32.47104623,-178.844394,30.79466473,-35.50015538
3.678,-154.2269254,-178.9384723,-32.5888459,-178.9936567,30.57055607,-35.62080726
3.679,-154.3645774,-179.0877788,-32.7065925,-179.1429243,30.34610433,-35.74140263
3.68,-154.5022507,-179.2370902,-32.82428592,-179.292197,30.12130596,-35.86194135
3.681,-154.6399455,-179.3864067,-32.94192602,-179.4414747,29.89615736,-35.98242328
3.682,-154.7776617,-179.5357282,-33.05951268,-179.5907573,29.67065488,-36.10284828
3.683,-154.9153996,-179.6850547,-33.17704578,-179.740045,29.44479484,-36.22321622
3.684,-155.053159,-179.8343861,-33.29452519,-179.8893376,29.21857348,-36.34352695
3.685,-155.1909401,-179.9837226,-33.41195079,179.9613647,28.99198701,-36.46378033
3.686,-155.3287428,179.866936,-33.52932245,179.8120621,28.76503157,-36.58397623
3.687,-155.4665674,179.7175895,-33.64664004,179.6627545,28.53770326,-36.7041145
3.688,-155.6044138,179.5682381,-33.76390344,179.5134418,28.30999813,-36.82419501
3.689,-155.7422821,179.4188816,-33.88111252,179.3641242,28.08191216,-36.94421761
3.69,-155.8801724,179.2695202,-33.99826715,179.2148016,27.85344128,-37.06418216
3.691,-156.0180846,179.1201537,-34.11536722,179.065474,27.62458136,-37.18408851
3.692,-156.156019,178.9707823,-34.23241258,178.9161413,27.39532823,-37.30393654
3.693,-156.2939754,178.8214058,-34.34940311,178.7668037,27.16567763,-37.42372608
3.694,-156.4319541,178.6720244,-34.46633869,178.617461,26.93562526,-37.54345701
3.695,-156.569955,178.5226379,-34.58321918,178.4681134,26.70516677,-37.66312918
3.696,-156.7079782,178.3732465,-34.70004446,178.3187607,26.47429771,-37.78274244
3.697,-156.8460238,178.22385,-34.8168144,178.1694031,26.2430136,-37.90229665
3.698,-156.9840918,178.0744486,-34.93352886,178.0200404,26.01130989,-38.02179167
3.699,-157.1221824,177.9250421,-35.05018772,177.8706727,25.77918195,-38.14122735
3.7,-157.2602955,177.7756307,-35.16679086,177.7213,25.54662511,-38.26060355
3.701,-157.3984312,177.6262142,-35.28333813,177.5719223,25.31363459,-38.37992012
3.702,-157.5365897,177.4767927,-35.39982941,177.4225396,25.08020559,-38.49917692
3.703,-157.6747709,177.3273663,-35.51626457,177.2731519,24.8463332,-38.61837379
3.704,-157.8129749,177.1779348,-35.63264347,177.1237592,24.61201247,-38.7375106
3.705,-157.9512018,177.0284983,-35.74896599,176.9743614,24.37723834,-38.8565872
3.706,-158.0894517,176.8790569,-35.865232,176.8249586,24.14200572,-38.97560345
3.707,-158.2277246,176.7296104,-35.98144136,176.6755508,23.9063094,-39.09455918
3.708,-158.3660207,176.5801589,-36.09759394,176.526138,23.67014414,-39.21345426
3.709,-158.5043398,176.4307024,-36.2136896,176.3767202,23.43350458,-39.33228854
3.71,-158.6426823,176.2812409,-36.32972823,176.2272974,23.1963853,-39.45106188
3.711,-158.781048,176.1317745,-36.44570967,176.0778695,22.95878081,-39.56977411
3.712,-158.9194371,175.982303,-36.56163381,175.9284366,22.72068551,-39.6884251
3.713,-159.0578496,175.8328265,-36.67750051,175.7789987,22.48209373,-39.80701469
3.714,-159.1962857,175.683345,-36.79330962,175.6295558,22.24299973,-39.92554274
3.715,-159.3347453,175.5338584,-36.90906103,175.4801078,22.00339765,-40.04400909
3.716,-159.4732286,175.3843669,-37.02475459,175.3306548,21.76328157,-40.1624136
3.717,-159.6117356,175.2348704,-37.14039018,175.1811968,21.52264546,-40.28075612
3.718,-159.7502665,175.0853689,-37.25596765,175.0317338,21.28148322,-40.39903648
3.719,-159.8888212,174.9358624,-37.37148687,174.8822658,21.03978864,-40.51725456
3.72,-160.0273998,174.7863508,-37.48694771,174.7327927,20.79755541,-40.63541018
3.721,-160.1660025,174.6368343,-37.60235003,174.5833146,20.55477714,-40.7535032
3.722,-160.3046293,174.4873128,-37.7176937,174.4338314,20.31144733,-40.87153348
3.723,-160.4432803,174.3377862,-37.83297857,174.2843433,20.06755938,-40.98950085
3.724,-160.5819555,174.1882547,-37.94820453,174.1348501,19.82310658,-41.10740516
3.725,-160.7206551,174.0387181,-38.06337141,173.9853518,19.57808214,-41.22524627
3.726,-160.859379,173.8891765,-38.1784791,173.8358486,19.33247913,-41.34302401
3.727,-160.9981275,173.73963,-38.29352746,173.6863403,19.08629054,-41.46073824
3.728,-161.1369005,173.5900784,-38.40851634,173.536827,18.83950924,-41.5783888
3.729,-161.2756981,173.4405218,-38.52344561,173.3873086,18.59212798,-41.69597554
3.73,-161.4145205,173.2909603,-38.63831513,173.2377852,18.34413939,-41.8134983
3.731,-161.5533677,173.1413937,-38.75312477,173.0882568,18.09553601,-41.93095692
3.732,-161.6922397,172.9918221,-38.86787439,172.9387234,17.84631024,-42.04835127
3.733,-161.8311368,172.8422455,-38.98256384,172.7891849,17.59645435,-42.16568117
3.734,-161.9700588,172.6926639,-39.097193,172.6396413,17.3459605,-42.28294647
